CountyName,LocationID,TotalPopulation,Checkups,Depression,Disability,Food_Insecurity,Food_Stamps,Housing_Insecure,Insurance_Gap,Loneliness,Transport_Barriers,Utility_Threat
Fairfax,51059492203,4014,80.0,19.0,20.1,5.5,3.3,5.1,4.2,30.0,3.7,3.2
Fairfax,51059492300,3402,77.2,18.9,20.3,7.6,4.6,7.2,6.5,32.1,4.7,4.3
Fairfax,51059492400,4873,75.4,20.1,24.3,12.7,8.5,10.8,9.6,35.4,6.9,6.3
Fairfax,51059492500,4139,80.2,19.4,21.3,5.2,3.2,4.7,4.3,29.4,3.5,3.0
Fairfax,51600300100,5368,77.8,20.5,28.6,14.1,10.5,10.8,10.7,33.8,7.7,6.6
Fairfax,51600300200,5200,79.1,19.5,23.7,8.5,5.7,7.3,7.5,31.1,5.1,4.5
Fairfax,51600300300,5889,78.8,19.6,24.9,9.8,6.6,8.1,7.7,33.0,5.8,4.9
Fairfax,51600300400,4129,78.0,19.3,24.9,10.2,6.6,8.4,8.6,33.5,5.9,4.9
Fairfax,51600300500,3560,79.8,19.4,24.0,7.4,4.9,6.3,6.3,31.2,4.7,3.9
Falls Church,51610500100,3529,81.7,20.1,22.1,4.9,3.2,4.6,4.2,28.0,3.5,3.1
Falls Church,51610500200,6692,79.0,21.1,21.0,6.2,4.0,6.3,5.5,30.0,4.2,3.9
Falls Church,51610500300,4437,78.3,20.6,20.5,5.7,3.6,5.5,5.0,30.2,4.0,3.5
Fauquier,51061930101,3182,78.6,23.8,34.7,15.5,13.1,12.3,11.7,32.8,8.6,7.9
Fauquier,51061930102,2744,80.8,21.8,28.8,8.1,5.9,7.1,7.3,29.7,5.0,4.5
Fauquier,51061930203,2703,81.7,21.2,29.3,8.2,6.1,7.0,6.9,29.3,5.0,4.4
Fauquier,51061930204,3468,81.2,22.6,29.9,8.2,6.5,7.1,6.0,29.7,5.2,4.7
Fauquier,51061930205,1847,81.3,22.3,30.3,8.8,7.2,7.5,6.3,29.4,5.5,5.1
Fauquier,51061930206,2220,80.4,22.7,29.2,8.5,6.5,7.5,6.8,30.4,5.3,4.7
Fauquier,51061930207,1734,79.2,23.6,29.8,10.1,7.9,9.1,7.3,31.4,6.2,5.9
Fauquier,51061930303,3797,80.5,22.2,30.3,8.8,6.8,7.7,7.0,30.6,5.5,4.9
Fauquier,51061930304,2564,82.6,20.6,26.5,5.3,3.7,4.9,4.7,27.8,3.7,3.2
Fauquier,51061930305,4677,80.2,22.7,31.7,11.4,9.6,9.4,8.1,31.3,6.7,6.3
Fauquier,51061930306,2900,79.9,21.5,25.4,6.8,4.7,6.5,5.9,30.2,4.5,4.0
Fauquier,51061930401,7315,79.0,22.3,23.7,6.7,4.8,6.7,5.6,29.8,4.6,4.3
Fauquier,51061930402,6027,79.5,21.8,23.9,6.2,4.2,6.0,5.3,29.5,4.2,3.8
Fauquier,51061930404,2758,79.9,22.6,30.2,9.7,7.6,8.5,7.6,30.6,6.0,5.6
Fauquier,51061930405,4932,78.7,22.8,27.0,9.7,7.4,8.8,6.9,31.5,6.0,5.7
Fauquier,51061930703,2541,78.7,23.5,30.7,9.9,7.5,8.7,7.8,32.2,5.9,5.4
Fauquier,51061930704,3920,79.6,22.8,31.1,10.2,7.9,8.8,7.7,31.3,6.1,5.7
Fauquier,51061930705,3988,76.7,24.1,32.1,14.5,11.5,12.3,10.8,34.8,8.1,7.5
Fauquier,51061930706,6071,75.4,24.8,35.0,19.9,16.9,16.1,14.6,35.5,10.6,10.1
Fauquier,51061930707,3584,77.3,23.0,31.2,12.7,9.4,11.4,10.5,34.1,7.2,6.7
Floyd,51063920102,3739,80.9,24.2,36.4,12.5,11.3,9.5,8.6,31.6,7.1,6.5
Floyd,51063920103,3687,79.7,24.2,31.4,9.8,8.3,8.3,7.1,31.3,6.0,5.5
Floyd,51063920104,2753,80.2,23.5,31.2,9.4,7.6,8.1,7.4,31.3,5.8,5.3
Floyd,51063920201,3222,80.1,23.6,33.3,10.2,8.4,8.2,7.9,31.7,5.9,5.3
Floyd,51063920202,2075,80.0,25.1,39.6,15.9,15.3,11.2,10.5,32.4,8.6,7.9
Fluvanna,51065020101,6345,79.4,25.4,30.7,13.3,11.2,11.8,8.0,34.2,7.5,7.5
Fluvanna,51065020103,3260,83.8,21.8,31.4,7.2,5.6,6.2,5.6,28.5,4.7,4.2
Fluvanna,51065020104,6276,81.0,23.0,26.2,7.0,5.5,6.7,5.2,29.0,4.7,4.6
Fluvanna,51065020200,5580,81.0,23.5,36.6,17.0,15.9,13.0,9.2,33.0,9.2,9.2
Fluvanna,51065020300,5788,80.1,24.0,30.8,10.5,8.5,9.0,7.0,31.9,6.3,6.0
Franklin,51067020102,2721,84.2,21.9,33.0,8.5,7.3,6.6,6.3,27.3,5.1,4.6
Franklin,51067020103,2323,84.2,22.5,35.4,9.2,8.2,6.9,6.5,27.7,5.6,4.9
Franklin,51067020104,3092,85.1,21.3,31.7,6.6,5.3,5.3,5.3,26.4,4.2,3.6
Franklin,51067020200,5173,78.9,25.6,37.0,15.6,14.3,12.1,10.3,32.6,8.6,8.1
Franklin,51067020301,2798,80.0,23.9,31.1,9.3,7.3,8.0,7.4,30.9,5.7,5.0
Franklin,51067020302,3559,82.4,22.3,32.6,8.5,6.8,7.0,6.4,29.2,5.2,4.6
Franklin,51067020400,5271,79.4,25.0,35.5,13.3,11.7,10.3,9.3,31.8,7.6,6.8
Franklin,51067020501,3892,80.0,24.6,33.7,11.8,10.3,9.5,8.1,30.8,6.8,6.4
Franklin,51067020502,4245,80.0,25.6,37.8,14.6,13.9,10.9,9.2,31.2,8.2,7.7
Franklin,51067020600,3295,76.6,26.1,34.1,13.3,10.9,10.0,9.0,34.6,8.5,6.5
Franklin,51067020701,2975,78.7,26.7,40.5,18.9,18.5,13.3,11.1,33.3,10.3,9.4
Franklin,51067020702,2368,79.8,25.9,39.1,17.2,16.9,12.4,9.8,32.2,9.4,8.9
Franklin,51067020801,3168,80.9,24.3,39.2,18.4,17.8,13.9,10.4,33.1,10.1,9.8
Franklin,51067020802,3400,81.4,23.3,35.3,14.4,13.0,11.5,8.8,31.9,8.1,7.9
Franklin,51067020901,3226,79.5,24.4,36.7,16.6,14.7,13.3,10.5,33.4,9.0,8.7
Franklin,51067020902,2971,81.4,23.6,34.3,11.8,10.1,9.5,7.5,30.9,6.8,6.4
Franklin,51620090100,4695,83.0,22.1,35.9,15.0,13.7,12.0,8.1,33.0,8.3,8.4
Franklin,51620090200,3485,83.7,21.3,46.8,40.1,42.6,29.6,14.3,40.5,19.8,22.4
Frederick,51069050100,6758,78.1,22.9,26.6,9.6,7.2,8.5,7.8,31.9,5.7,5.2
Frederick,51069050200,4044,81.3,21.8,27.7,7.5,5.7,6.5,6.0,29.5,4.7,4.2
Frederick,51069050300,6345,80.2,22.7,28.0,8.3,6.3,7.4,6.5,30.6,5.2,4.7
Frederick,51069050401,4490,76.8,24.6,29.1,11.4,8.9,9.8,8.6,33.4,6.7,6.2
Frederick,51069050402,2826,78.7,24.1,34.2,13.6,11.4,10.2,10.0,33.0,7.4,6.5
Frederick,51069050500,5328,81.2,21.6,33.8,9.9,7.5,7.7,8.7,31.7,5.7,4.8
Frederick,51069050600,4699,79.1,23.1,29.3,10.4,8.0,8.7,8.1,32.0,6.1,5.5
Frederick,51069050700,2974,78.6,23.9,31.5,12.5,10.3,10.0,9.0,32.5,7.1,6.5
Frederick,51069050801,6689,80.3,21.4,28.2,9.9,7.3,8.5,9.2,30.7,5.7,5.1
Frederick,51069050804,5133,78.5,24.7,34.2,15.5,13.6,12.3,10.6,33.6,8.6,8.2
Frederick,51069050805,3051,79.2,22.4,26.4,8.6,6.2,7.9,7.0,31.5,5.3,4.9
Frederick,51069050806,3812,78.0,23.0,25.8,10.0,7.6,8.9,7.7,31.7,6.0,5.7
Frederick,51069050807,3885,77.0,24.5,29.3,12.6,10.1,10.8,9.1,33.8,7.3,6.8
Frederick,51069050900,5000,79.8,22.8,34.1,14.2,11.9,11.2,11.1,32.4,7.9,7.3
Frederick,51069051001,4203,79.9,21.7,26.2,8.5,6.1,7.5,6.8,30.9,5.4,4.7
Frederick,51069051002,5821,76.5,23.6,31.2,15.5,12.3,12.8,12.1,34.7,8.5,7.8
Frederick,51069051102,7547,77.2,22.1,33.8,16.2,12.3,13.4,14.7,34.7,8.7,7.9
Frederick,51069051103,4889,77.8,23.0,28.4,12.1,9.2,10.4,9.3,33.0,6.9,6.4
Frederick,51069051104,3925,78.2,22.7,24.8,9.3,6.9,8.6,7.2,31.4,5.7,5.4
Fredericksburg,51630000100,3175,79.0,23.0,25.9,6.8,5.1,6.4,5.4,29.6,4.7,4.2
Fredericksburg,51630000201,4690,77.3,25.9,34.2,16.5,14.0,13.2,9.6,36.7,9.9,8.8
Fredericksburg,51630000202,1521,78.9,24.8,35.6,14.5,13.0,11.2,9.3,32.6,8.2,7.7
Fredericksburg,51630000301,1725,69.4,33.6,31.3,13.9,8.3,10.3,7.6,47.2,11.2,5.8
Fredericksburg,51630000302,4471,77.9,24.5,31.8,13.6,11.4,11.8,8.7,33.4,8.2,7.9
Fredericksburg,51630000400,3528,78.0,22.6,32.3,15.5,12.8,12.8,9.6,35.0,8.7,8.2
Fredericksburg,51630000500,8872,76.7,23.9,30.0,16.7,14.0,14.9,9.7,35.5,9.6,9.8
Galax,51640070101,4231,79.7,26.2,44.2,22.4,22.2,15.4,13.8,34.5,11.7,11.1
Galax,51640070102,2489,79.8,25.7,39.8,17.6,16.2,12.9,12.2,33.7,9.5,8.9
Giles,51071930100,2057,79.5,24.8,34.8,11.7,10.1,8.9,8.1,32.8,6.6,6.0
Giles,51071930200,3718,79.2,25.0,35.7,12.4,10.7,9.6,8.5,33.7,7.0,6.4
Giles,51071930300,5503,79.2,25.3,36.2,12.0,10.5,9.3,8.2,33.7,7.0,6.3
Giles,51071930400,5509,78.3,25.4,35.5,12.6,10.9,9.8,8.8,34.1,7.2,6.5
Gloucester,51073100101,2987,79.9,24.0,29.9,9.4,7.1,8.4,7.1,31.9,5.6,5.2
Gloucester,51073100102,4655,79.5,25.8,35.0,14.2,13.0,11.4,8.5,32.3,8.1,7.9
Gloucester,51073100201,6078,80.0,24.0,29.9,9.6,7.3,8.6,6.9,31.9,5.8,5.4
Gloucester,51073100202,3735,79.6,24.3,31.3,10.4,8.1,9.1,7.8,32.4,6.1,5.6
Gloucester,51073100203,4239,82.0,23.3,32.8,9.4,7.8,7.9,6.7,30.1,5.7,5.3
Gloucester,51073100301,5756,79.7,25.4,33.7,12.2,10.5,10.1,8.2,32.3,7.1,6.7
Gloucester,51073100302,5728,79.3,24.6,30.9,10.6,8.7,9.3,7.5,31.9,6.4,6.0
Gloucester,51073100400,1469,81.1,23.7,33.0,10.3,8.5,8.4,7.5,30.8,6.0,5.4
Gloucester,51073100500,4064,80.3,24.4,32.1,9.7,7.8,8.2,7.3,31.1,5.8,5.3
Goochland,51075400101,4468,82.8,19.8,24.0,4.5,3.0,4.3,3.9,28.1,3.3,2.8
Goochland,51075400102,4072,82.5,20.6,27.2,6.6,4.8,5.8,5.2,29.5,4.2,3.7
Goochland,51075400200,4682,81.8,21.5,28.1,8.0,6.0,7.1,5.9,30.8,5.0,4.6
Goochland,51075400300,886,77.1,30.4,27.6,15.6,13.7,15.5,8.2,39.8,8.2,9.1
Goochland,51075400400,6141,80.6,21.9,28.7,9.8,7.8,8.7,6.4,32.3,5.9,5.7
Goochland,51075400500,4478,79.9,22.6,31.2,11.4,9.1,9.9,7.5,33.9,6.5,6.2
Grayson,51077060101,2796,79.8,25.9,42.4,18.3,17.7,12.3,11.3,34.7,9.5,8.6
Grayson,51077060102,3904,80.0,26.4,42.5,18.9,19.0,12.7,10.8,34.3,9.8,9.2
Grayson,51077060201,3862,78.1,23.8,40.4,21.7,21.0,16.0,13.0,35.2,11.4,11.6
Grayson,51077060202,2975,82.0,24.2,42.4,16.3,15.4,10.8,10.0,33.2,8.5,7.6
Grayson,51077060300,1796,81.7,24.9,40.4,14.3,13.6,9.8,8.9,32.3,7.8,7.1
Greene,51079030101,4070,79.5,24.3,36.2,13.7,11.7,10.6,9.5,33.6,7.6,6.9
Greene,51079030102,5437,78.7,25.6,35.9,14.7,13.7,11.1,9.1,32.7,8.2,7.7
Greene,51079030201,7563,78.3,23.1,28.7,11.0,8.6,9.6,8.2,32.4,6.5,6.1
Greene,51079030202,3482,78.5,24.4,32.3,12.4,10.2,10.3,8.5,33.3,7.1,6.6
Greensville,51081880101,4117,82.8,20.0,35.1,18.1,16.2,14.7,8.7,34.3,9.7,10.2
Greensville,51081880102,3099,72.2,16.8,33.9,25.8,21.3,22.2,16.2,38.4,13.8,14.8
Greensville,51081880200,4175,82.9,21.5,43.6,29.1,28.8,20.9,12.6,37.3,14.4,15.0
Halifax,51083930100,2701,81.3,23.0,43.0,23.9,24.2,16.6,11.4,35.7,12.2,12.2
Halifax,51083930202,2370,81.7,22.8,48.9,34.4,37.5,22.7,14.8,37.5,16.8,17.6
Halifax,51083930203,2643,80.4,22.4,40.4,20.1,18.4,14.4,11.4,36.6,10.1,9.6
Halifax,51083930204,2076,80.4,22.4,38.5,18.7,17.0,13.8,10.5,35.8,9.7,9.3
Halifax,51083930301,2416,81.6,22.9,40.8,20.8,21.4,14.7,9.9,33.8,11.0,11.2
Halifax,51083930302,4380,80.8,22.7,37.1,16.9,15.9,12.7,9.3,33.8,9.1,9.0
Halifax,51083930400,3511,80.3,23.2,36.8,14.6,13.4,10.9,9.3,33.1,8.0,7.5
Halifax,51083930500,3921,80.0,23.1,36.6,17.2,15.9,12.9,9.8,34.6,9.2,8.9
Halifax,51083930601,2628,81.8,22.1,41.9,27.1,28.4,19.1,11.8,36.3,13.7,14.4
Halifax,51083930602,3033,83.0,19.5,40.9,19.8,18.4,14.9,10.9,35.7,10.3,10.3
Halifax,51083930800,4343,81.3,23.1,43.3,29.9,32.6,21.1,12.4,36.2,15.4,16.7
Hampton,51650010103,7065,81.4,21.4,31.7,11.2,8.8,10.0,6.9,32.9,6.7,6.5
Hampton,51650010104,6175,80.7,22.4,38.8,24.8,23.6,19.9,11.0,37.8,13.2,14.2
Hampton,51650010200,1395,69.2,23.4,26.3,11.2,6.2,9.6,9.3,42.6,8.2,5.2
Hampton,51650010304,8137,80.0,20.7,30.6,15.8,12.5,14.5,8.4,36.7,8.9,9.3
Hampton,51650010306,6865,80.2,21.7,37.7,21.4,18.7,17.2,10.9,38.0,11.5,11.5
Hampton,51650010307,5554,83.6,18.7,33.5,15.1,12.1,12.9,7.9,34.8,8.2,8.4
Hampton,51650010309,4316,79.0,23.9,40.2,26.5,25.6,20.7,12.0,38.5,14.6,15.0
Hampton,51650010310,4264,81.6,21.1,36.0,18.0,15.8,15.0,9.4,35.4,9.8,10.2
Hampton,51650010311,4315,81.5,20.4,31.0,15.2,12.4,13.7,7.8,35.8,8.7,9.0
Hampton,51650010312,3265,80.2,21.7,32.2,12.2,9.4,10.9,8.0,34.3,7.1,6.9
Hampton,51650010314,1838,80.0,20.6,32.4,16.3,13.1,14.1,9.0,36.4,9.3,9.2
Hampton,51650010315,3945,78.5,21.7,38.0,23.5,20.5,18.6,12.1,40.2,13.1,12.4
Hampton,51650010316,4220,78.9,21.3,32.4,18.1,14.4,16.5,9.2,39.6,10.6,10.5
Hampton,51650010400,6172,84.7,19.6,43.5,27.1,26.9,20.7,10.9,36.6,14.1,15.5
Hampton,51650010502,2916,81.3,20.1,34.9,23.2,21.1,19.3,9.9,37.6,12.3,13.6
Hampton,51650010503,2598,83.0,19.4,36.8,22.9,20.8,19.4,9.8,37.8,12.1,13.4
Hampton,51650010504,3730,84.4,19.8,44.0,29.6,30.1,22.1,11.5,36.6,15.1,17.0
Hampton,51650010601,1949,80.1,21.8,40.0,28.3,27.4,22.7,12.5,38.8,15.3,16.5
Hampton,51650010602,3115,83.7,19.6,38.6,24.1,22.7,19.7,10.1,37.0,12.6,14.0
Hampton,51650010701,3456,81.7,22.7,41.6,27.4,27.8,21.1,11.3,36.8,14.6,16.1
Hampton,51650010702,3996,79.0,23.9,36.5,19.4,17.5,15.9,10.0,36.7,10.9,11.0
Hampton,51650010703,3134,81.1,21.6,31.0,10.7,8.3,10.0,6.9,33.1,6.6,6.5
Hampton,51650010800,5253,81.5,21.4,37.5,17.6,15.4,13.7,9.8,34.7,9.4,9.3
Hampton,51650010900,2384,84.2,19.3,38.7,22.5,20.7,18.3,9.6,36.9,11.7,12.7
Hampton,51650011001,2312,82.5,21.1,31.3,11.3,9.2,9.9,6.6,31.3,6.7,6.8
Hampton,51650011002,3076,80.6,22.8,38.2,21.6,20.5,17.5,10.1,35.9,11.6,12.6
Hampton,51650011100,494,85.2,18.8,31.3,5.4,3.8,4.9,5.0,28.0,3.7,3.2
Hampton,51650011200,2803,80.5,22.4,36.1,16.4,13.8,13.7,9.5,35.5,9.2,9.1
Hampton,51650011300,1940,80.7,22.6,39.5,25.0,24.3,19.9,10.8,37.3,13.4,14.6
Hampton,51650011400,2614,78.7,25.4,42.1,38.1,33.8,26.4,10.5,51.5,24.7,18.3
Hampton,51650011500,4056,82.1,21.4,30.6,9.4,7.3,8.4,6.3,30.8,5.8,5.7
Hampton,51650011600,3056,81.5,20.7,33.6,20.1,17.7,17.7,8.4,37.9,11.4,12.3
Hampton,51650011800,4730,82.3,21.2,40.5,24.3,23.1,19.4,10.6,37.1,12.9,13.9
Hampton,51650011900,2976,84.8,19.1,42.2,28.8,29.3,22.3,10.4,36.9,14.7,17.0
Hampton,51650012000,3089,82.4,21.4,44.3,31.9,32.6,24.5,12.4,38.3,16.6,18.6
Hampton,51650012100,5945,81.4,22.7,32.6,10.8,8.7,9.4,6.8,32.1,6.5,6.3
Hanover,51085320100,6343,80.4,21.3,27.8,7.6,5.8,6.8,5.5,29.5,4.7,4.4
Hanover,51085320200,5870,79.8,22.1,31.3,9.9,7.7,8.3,6.8,31.6,5.8,5.2
Hanover,51085320300,4216,80.9,21.4,29.3,8.1,6.4,7.0,5.6,29.4,5.0,4.6
Hanover,51085320400,5120,79.5,21.9,29.9,10.0,8.0,8.6,7.3,30.6,5.9,5.6
Hanover,51085320500,3198,81.4,21.3,32.4,8.7,7.1,7.1,6.2,29.6,5.2,4.7
Hanover,51085320601,4617,76.4,24.7,33.9,15.0,12.7,11.9,8.3,36.9,9.3,7.9
Hanover,51085320602,3256,78.8,21.7,31.3,11.9,9.2,10.6,9.2,32.4,6.9,6.5
Hanover,51085320701,4639,78.8,22.1,27.3,8.5,6.6,7.8,6.2,30.6,5.3,5.0
Hanover,51085320702,3237,79.0,20.9,26.9,7.7,5.7,7.3,5.9,30.7,4.9,4.6
Hanover,51085320801,2618,79.9,21.8,28.6,8.6,6.7,7.6,5.9,30.7,5.3,4.9
Hanover,51085320803,7091,78.1,21.7,21.8,6.2,4.4,6.2,4.7,29.5,4.2,4.0
Hanover,51085320804,5623,78.8,22.0,23.0,6.2,4.6,6.2,4.5,29.4,4.3,4.1
Hanover,51085320805,3421,79.3,22.2,27.4,7.8,6.0,7.2,5.7,30.5,5.0,4.6
Hanover,51085320901,6244,79.8,21.2,26.9,7.5,5.5,6.9,5.7,30.1,4.7,4.3
Hanover,51085320902,2921,80.6,21.5,31.4,8.8,7.0,7.5,6.3,30.5,5.3,4.9
Hanover,51085321001,3651,82.8,21.4,38.1,10.5,9.4,7.9,7.4,29.9,6.3,5.6
Hanover,51085321003,2615,78.5,22.1,26.2,8.1,5.9,7.8,5.9,31.8,5.1,4.8
Hanover,51085321004,5117,78.8,22.2,26.2,7.3,5.3,7.0,5.6,30.8,4.8,4.3
Hanover,51085321100,5938,80.1,22.5,33.6,10.3,8.4,8.4,7.5,31.4,6.0,5.4
Hanover,51085321201,4505,78.5,23.0,30.4,9.6,7.6,8.6,7.0,32.0,5.9,5.4
Hanover,51085321202,4114,76.6,25.5,35.2,18.6,18.0,14.9,9.8,34.8,10.3,10.5
Hanover,51085321300,6881,79.0,22.2,28.8,9.0,6.9,8.1,6.4,31.4,5.5,5.1
Hanover,51085321401,2337,79.9,23.2,35.0,12.2,11.0,9.4,7.6,30.8,6.9,6.5
Hanover,51085321402,3407,80.0,22.9,32.5,9.6,7.8,8.1,6.6,30.8,5.8,5.3
Hanover,51085321403,3000,79.7,22.4,29.0,8.2,6.3,7.4,6.0,30.5,5.1,4.7
Harrisonburg,51660000101,4821,74.9,25.1,35.5,24.1,21.0,19.0,17.2,36.4,12.7,12.1
Harrisonburg,51660000102,5344,74.7,24.9,31.7,17.2,13.1,14.1,13.9,36.7,9.7,8.3
Harrisonburg,51660000203,1806,74.8,26.7,30.3,13.4,10.5,10.6,9.4,36.3,8.6,6.8
Harrisonburg,51660000204,3640,75.4,24.9,34.2,19.0,16.1,14.3,13.9,35.5,10.8,9.3
Harrisonburg,51660000205,6558,73.3,28.8,32.8,17.6,14.7,12.8,10.4,38.9,11.3,8.5
Harrisonburg,51660000206,4507,68.4,33.1,32.6,17.3,11.5,11.4,9.0,48.4,12.8,6.5
Harrisonburg,51660000207,6088,69.4,34.2,44.7,35.6,35.2,21.2,14.9,45.1,23.5,16.2
Harrisonburg,51660000301,3402,78.7,22.9,27.7,9.7,7.2,8.3,8.3,31.4,5.8,5.1
Harrisonburg,51660000302,6359,73.8,27.2,36.0,21.8,18.9,16.4,14.5,38.1,12.7,10.7
Harrisonburg,51660000401,3118,81.4,21.5,40.9,14.7,11.6,10.4,14.4,33.4,8.5,6.4
Harrisonburg,51660000402,6171,75.1,25.2,35.8,21.3,18.3,16.3,16.6,35.7,11.3,10.1
Henrico,51087200106,4780,78.1,23.7,38.4,19.3,17.1,14.9,13.4,35.3,10.4,9.7
Henrico,51087200108,2960,81.7,20.7,22.4,3.8,2.4,3.9,3.5,28.2,3.1,2.5
Henrico,51087200109,4007,81.7,21.7,23.3,4.5,3.1,4.5,3.8,27.8,3.4,3.0
Henrico,51087200122,4879,79.2,21.3,20.9,5.4,3.6,5.6,4.3,29.6,3.9,3.6
Henrico,51087200123,2982,79.3,22.5,29.4,11.7,9.4,10.9,7.8,33.7,7.2,7.1
Henrico,51087200124,4359,82.8,21.5,31.7,8.3,6.7,6.9,6.4,29.6,5.1,4.6
Henrico,51087200125,4139,76.2,20.6,26.0,15.6,12.4,13.3,8.1,36.6,8.7,8.6
Henrico,51087200126,3961,74.1,21.9,26.0,15.6,11.9,13.5,8.9,37.8,9.0,8.4
Henrico,51087200127,5988,82.8,19.8,26.2,4.8,3.3,4.8,4.4,28.6,3.5,3.1
Henrico,51087200131,1978,78.3,23.1,29.4,11.1,8.9,9.7,7.9,32.7,6.7,6.3
Henrico,51087200132,3436,78.4,23.6,38.0,16.3,13.9,12.6,11.8,34.9,8.9,8.0
Henrico,51087200133,3182,77.8,22.1,25.2,9.4,6.9,9.4,6.6,34.2,5.9,5.7
Henrico,51087200134,5093,82.0,21.9,28.0,7.3,5.8,6.8,5.3,29.1,4.8,4.6
Henrico,51087200135,2316,80.4,21.9,27.0,7.3,5.6,6.9,5.3,30.2,4.9,4.6
Henrico,51087200136,3099,83.2,21.2,40.0,12.1,10.7,9.1,8.9,31.7,7.0,6.2
Henrico,51087200137,2107,79.7,22.8,27.2,8.6,6.5,8.2,6.2,32.2,5.5,5.2
Henrico,51087200138,3710,82.5,22.7,31.0,8.0,6.7,7.2,5.8,29.4,5.3,5.1
Henrico,51087200139,4399,80.7,22.2,24.7,6.5,4.7,6.5,4.9,30.2,4.4,4.1
Henrico,51087200140,5023,78.9,20.6,23.6,7.3,5.1,6.7,5.0,31.1,4.8,4.4
Henrico,51087200141,2779,78.0,20.2,21.0,7.2,4.7,6.8,5.1,31.3,4.5,4.2
Henrico,51087200142,4462,79.8,20.1,20.5,4.9,3.0,5.0,4.0,29.4,3.5,3.1
Henrico,51087200143,2692,80.7,20.3,20.7,4.8,3.1,4.8,3.8,28.6,3.5,3.1
Henrico,51087200144,3257,76.3,20.0,21.2,8.9,6.0,8.2,5.7,33.3,5.5,5.1
Henrico,51087200145,4333,79.9,20.2,19.4,4.7,2.9,4.8,3.6,28.9,3.4,3.1
Henrico,51087200146,3036,82.2,19.2,22.3,4.7,3.0,4.7,3.8,28.6,3.4,3.0
Henrico,51087200147,6631,78.9,18.1,18.5,6.1,3.5,5.7,4.3,30.9,3.9,3.4
Henrico,51087200148,5313,78.3,16.9,16.1,5.4,2.9,5.4,3.8,31.1,3.6,3.2
Henrico,51087200149,5606,80.3,17.7,20.7,6.5,3.9,5.9,4.3,30.6,4.1,3.6
Henrico,51087200150,4815,79.3,17.7,19.2,6.5,3.7,6.0,4.3,31.2,4.1,3.6
Henrico,51087200151,5631,78.4,21.3,24.7,9.3,6.7,8.8,6.1,33.0,5.9,5.5
Henrico,51087200152,2721,81.8,20.3,29.2,6.7,4.7,6.5,5.7,30.7,4.5,4.0
Henrico,51087200153,4458,77.2,22.3,32.2,18.0,14.9,15.0,11.9,35.7,9.9,9.5
Henrico,51087200201,2737,79.0,22.2,21.8,4.9,3.4,5.3,4.4,29.3,3.7,3.4
Henrico,51087200202,4162,80.4,22.2,22.0,4.3,3.0,4.6,3.8,28.0,3.3,3.1
Henrico,51087200301,1526,82.1,21.4,30.9,7.3,5.7,6.1,6.4,29.9,4.6,3.9
Henrico,51087200302,3190,77.3,22.8,24.0,7.2,5.2,7.0,6.6,31.1,4.8,4.3
Henrico,51087200303,3487,74.9,24.1,28.1,11.9,8.9,10.8,9.6,35.6,7.1,6.3
Henrico,51087200305,4316,78.1,21.4,32.5,14.4,10.8,12.0,10.9,35.0,7.8,7.1
Henrico,51087200404,2991,77.5,22.0,31.4,15.3,11.9,13.4,11.0,36.2,8.5,8.0
Henrico,51087200407,4738,78.6,21.3,30.3,12.0,8.8,10.6,8.8,35.0,6.9,6.3
Henrico,51087200409,2576,74.8,22.6,39.4,29.1,27.1,23.0,16.7,39.4,15.2,15.5
Henrico,51087200411,5634,77.5,22.3,29.1,15.3,12.0,14.3,9.3,36.8,8.7,8.8
Henrico,51087200412,2086,77.2,21.9,31.5,17.3,13.7,15.9,12.1,37.5,9.8,9.6
Henrico,51087200413,4864,83.1,20.0,30.8,8.3,6.2,6.9,6.5,30.2,5.0,4.4
Henrico,51087200414,6170,78.6,22.0,27.5,11.7,8.9,10.1,7.2,33.0,6.7,6.5
Henrico,51087200415,4257,80.5,19.9,22.5,7.1,4.9,7.0,4.7,30.7,4.6,4.5
Henrico,51087200416,6399,80.9,21.7,28.4,9.1,6.7,8.3,6.4,32.1,5.5,5.1
Henrico,51087200417,2211,81.9,20.9,38.7,18.9,16.4,14.8,12.9,35.3,9.9,9.4
Henrico,51087200418,3113,75.2,22.8,35.2,25.7,22.1,21.2,15.9,39.5,13.4,13.3
Henrico,51087200501,2518,75.8,23.8,33.1,18.0,15.5,14.5,11.6,35.4,10.2,9.6
Henrico,51087200502,2098,77.7,23.4,29.5,10.7,8.4,9.9,8.5,32.9,6.4,6.1
Henrico,51087200503,4073,79.2,22.2,33.5,13.1,10.3,11.3,9.7,34.6,7.4,6.9
Henrico,51087200600,5056,77.1,25.1,32.3,14.6,12.8,12.9,9.5,33.9,8.6,8.6
Henrico,51087200700,3685,83.9,21.2,42.5,14.0,13.3,10.8,9.6,32.6,8.0,7.6
Henrico,51087200801,3364,79.8,23.2,35.1,17.4,15.8,14.5,9.6,35.1,9.7,9.9
Henrico,51087200802,2192,80.1,21.0,30.7,12.5,10.0,11.6,8.2,34.0,7.2,7.3
Henrico,51087200805,3533,82.3,20.9,39.8,30.3,29.7,25.4,11.2,41.2,15.7,17.6
Henrico,51087200806,1513,83.1,18.3,32.7,17.5,14.5,16.1,8.7,37.1,9.6,10.2
