CountyName,LocationID,TotalPopulation,Checkups,Depression,Disability,Food_Insecurity,Food_Stamps,Housing_Insecure,Insurance_Gap,Loneliness,Transport_Barriers,Utility_Threat
Buena Vista,51530930601,3357,78.7,26.5,38.7,15.7,14.4,11.3,10.1,34.6,8.8,7.7
Buena Vista,51530930602,3284,76.7,27.3,36.6,15.1,13.1,11.2,9.2,36.6,9.4,7.7
Campbell,51031020101,5718,79.9,23.5,35.5,15.0,13.6,11.6,9.1,32.3,8.4,8.0
Campbell,51031020102,4635,79.9,23.3,33.9,13.5,12.1,10.8,8.3,31.9,7.6,7.4
Campbell,51031020200,5655,79.3,23.1,32.8,11.6,9.5,9.5,8.3,32.7,7.0,6.2
Campbell,51031020300,3938,80.8,22.7,32.8,10.8,9.0,8.8,7.7,31.1,6.4,5.8
Campbell,51031020401,5253,78.7,24.3,32.7,13.8,12.0,11.4,8.8,33.1,8.4,7.8
Campbell,51031020402,3422,78.8,23.3,28.1,9.5,7.3,8.6,6.7,32.0,6.0,5.5
Campbell,51031020403,6119,79.1,23.8,31.3,12.4,10.6,10.3,8.0,32.0,7.2,6.8
Campbell,51031020500,7065,80.1,23.8,35.4,14.7,13.3,11.5,8.8,32.3,8.2,7.9
Campbell,51031020600,3604,81.7,22.7,36.5,13.9,12.5,10.6,8.4,31.6,7.7,7.3
Campbell,51031020700,3378,81.7,23.2,38.6,19.6,19.6,14.8,9.6,33.3,10.6,10.8
Campbell,51031020800,3321,80.9,23.9,39.5,19.2,19.2,14.1,9.8,32.8,10.3,10.3
Campbell,51031020900,3588,81.1,23.2,39.7,18.3,17.1,13.5,10.1,34.0,9.7,9.2
Caroline,51033030100,4130,78.9,21.7,30.8,12.2,9.4,10.4,10.0,33.7,6.9,6.5
Caroline,51033030201,2870,79.5,22.5,31.7,16.2,13.9,14.0,9.0,35.8,8.8,9.2
Caroline,51033030202,1812,80.7,23.2,38.6,17.9,16.4,13.2,10.1,34.9,9.5,9.1
Caroline,51033030300,3383,80.0,23.6,35.7,16.0,14.0,12.8,9.8,35.4,8.8,8.4
Caroline,51033030400,1854,79.2,24.2,39.9,20.7,19.2,15.2,11.8,36.5,10.7,10.3
Caroline,51033030501,4648,77.7,23.6,27.3,12.2,9.9,11.3,7.8,34.9,7.2,7.3
Caroline,51033030502,6450,78.3,23.9,30.9,14.3,12.2,12.1,9.0,34.8,8.0,7.9
Caroline,51033030503,2346,81.4,23.0,44.3,27.5,28.1,19.3,13.0,36.7,13.7,14.2
Caroline,51033030600,3394,79.8,22.5,36.5,18.9,16.7,15.0,10.7,37.0,9.9,9.8
Carroll,51035080100,3656,80.7,25.4,36.0,12.0,10.6,9.1,8.3,32.5,6.8,6.2
Carroll,51035080200,4724,79.1,26.8,36.9,14.4,13.1,10.8,9.7,33.9,8.0,7.3
Carroll,51035080300,4689,79.7,27.6,41.5,18.7,19.2,12.9,11.0,33.4,10.0,9.5
Carroll,51035080401,2797,80.4,25.8,37.9,13.6,11.8,10.3,9.8,33.7,7.6,6.7
Carroll,51035080402,2568,80.3,25.9,37.7,14.2,13.0,10.6,9.8,32.9,7.9,7.2
Carroll,51035080501,2493,81.7,25.4,40.3,14.0,13.1,9.8,9.3,32.6,7.6,6.7
Carroll,51035080502,2180,81.6,24.7,39.1,12.2,10.8,8.8,8.8,32.7,6.9,5.9
Carroll,51035080601,1846,80.4,26.0,37.4,13.6,12.4,10.2,9.2,32.8,7.6,6.9
Carroll,51035080603,2511,80.3,27.0,42.2,19.3,20.3,12.9,11.1,32.8,10.0,9.6
Carroll,51035080604,1691,79.7,26.5,36.0,13.2,12.0,10.4,8.9,33.0,7.5,7.1
Charles City,51036600100,2583,82.2,22.0,39.2,18.8,16.9,14.3,9.3,35.2,9.8,9.8
Charles City,51036600200,2180,82.8,20.8,41.1,21.4,18.5,16.2,10.1,36.6,11.0,10.8
Charles City,51036600300,2010,83.9,20.7,38.1,17.6,16.2,13.8,8.4,33.7,9.2,9.8
Charlotte,51037930101,3003,81.4,25.0,47.4,27.8,29.8,18.8,13.9,35.0,14.2,14.2
Charlotte,51037930102,2732,81.4,23.9,38.3,19.0,18.6,14.2,9.6,33.5,10.3,10.3
Charlotte,51037930200,2663,81.4,23.7,40.1,18.6,17.8,13.6,10.4,33.7,9.9,9.6
Charlotte,51037930300,3131,82.1,23.1,41.2,20.5,19.9,15.1,10.5,34.2,10.7,10.7
Charlottesville,51540000201,2697,75.3,25.4,28.1,13.7,11.2,11.0,7.9,38.4,8.9,7.3
Charlottesville,51540000202,5949,72.0,31.4,39.5,28.4,27.8,17.7,11.1,44.2,18.6,13.7
Charlottesville,51540000302,2877,77.7,23.3,24.7,8.3,6.2,7.9,6.6,33.1,5.4,4.9
Charlottesville,51540000401,3553,77.9,24.3,33.5,20.6,20.4,16.5,10.4,36.1,11.4,12.0
Charlottesville,51540000402,4485,76.5,24.1,25.8,10.9,8.7,10.0,8.2,34.4,6.6,6.2
Charlottesville,51540000501,3274,76.5,24.7,32.3,20.7,19.5,16.9,10.7,38.2,11.6,11.7
Charlottesville,51540000502,5751,76.4,23.7,23.2,8.4,6.6,8.0,6.0,33.2,5.7,5.3
Charlottesville,51540000600,4183,70.5,29.1,37.7,28.7,25.5,17.0,11.5,45.2,18.4,12.4
Charlottesville,51540000700,4610,75.2,25.6,26.5,10.1,7.8,8.2,6.5,36.3,7.2,5.5
Charlottesville,51540000800,3912,81.0,21.0,28.9,9.8,7.8,8.3,7.2,31.6,5.9,5.4
Charlottesville,51540000900,2444,79.0,24.1,29.0,10.7,9.3,9.1,7.5,32.3,6.5,6.2
Charlottesville,51540001000,2818,79.1,22.4,23.4,5.8,4.2,5.6,5.1,30.6,4.3,3.7
Chesapeake,51550020001,1642,80.9,22.7,33.1,12.0,9.6,9.8,8.3,31.7,7.0,6.5
Chesapeake,51550020002,4322,78.6,23.5,34.4,20.4,17.9,16.7,11.3,36.6,11.1,11.1
Chesapeake,51550020003,5667,79.0,24.6,34.5,18.6,17.1,14.8,10.3,34.2,10.2,10.5
Chesapeake,51550020100,4911,82.5,23.1,44.9,41.9,45.9,31.0,15.0,38.9,21.9,25.4
Chesapeake,51550020200,4289,82.6,19.6,35.6,25.5,22.9,21.3,11.0,38.8,13.0,14.4
Chesapeake,51550020300,1681,79.3,25.7,43.3,38.0,41.3,28.6,14.7,38.3,20.2,23.2
Chesapeake,51550020400,2870,78.8,23.1,30.6,15.6,12.8,14.0,9.1,35.1,9.0,9.2
Chesapeake,51550020500,2016,76.7,22.2,30.8,21.6,18.0,19.3,13.2,37.5,11.8,12.5
Chesapeake,51550020600,4255,80.0,22.8,30.1,12.3,9.9,10.8,7.9,32.5,7.3,7.3
Chesapeake,51550020700,6114,81.4,21.5,40.9,29.1,27.7,22.0,16.1,36.7,14.6,15.4
Chesapeake,51550020804,10716,81.6,20.3,26.5,10.2,7.6,9.0,6.5,31.0,5.9,5.9
Chesapeake,51550020805,6033,80.5,20.4,26.4,12.1,9.2,10.6,7.3,32.7,7.0,6.9
Chesapeake,51550020808,3400,85.2,17.7,33.5,18.3,15.9,15.4,8.5,34.7,9.7,10.6
Chesapeake,51550020809,4900,80.0,22.7,35.1,20.4,18.3,16.4,11.0,35.1,10.9,11.3
Chesapeake,51550020810,2253,81.4,22.2,29.0,11.5,9.1,10.0,7.0,31.5,6.7,6.7
Chesapeake,51550020811,5356,80.0,22.2,27.3,10.8,8.2,9.7,7.0,32.3,6.6,6.4
Chesapeake,51550020812,2213,80.1,21.9,26.9,11.5,8.8,10.7,7.0,32.9,7.0,7.1
Chesapeake,51550020813,2526,78.9,23.7,34.2,19.6,17.7,16.2,10.6,36.0,11.3,11.4
Chesapeake,51550020814,4463,81.1,21.4,31.1,14.1,11.7,11.5,8.3,32.8,7.8,7.8
Chesapeake,51550020903,2555,82.6,18.9,29.0,16.3,13.3,14.9,7.8,34.9,9.1,10.0
Chesapeake,51550020905,2718,77.8,24.2,36.4,19.3,16.0,15.4,13.1,35.6,10.5,9.9
Chesapeake,51550020907,2324,82.7,21.6,32.9,12.9,11.1,10.7,7.6,31.5,7.3,7.5
Chesapeake,51550020908,2441,82.5,21.2,26.5,9.2,6.9,8.5,5.7,30.3,5.7,5.7
Chesapeake,51550020909,2904,80.9,21.5,27.8,12.9,10.6,11.8,6.8,32.5,7.7,8.3
Chesapeake,51550020910,1548,82.0,20.9,32.9,24.8,23.9,20.9,9.2,36.9,13.3,15.5
Chesapeake,51550020911,3101,78.8,22.8,30.1,16.1,13.4,14.2,9.1,35.0,9.2,9.6
Chesapeake,51550020912,5020,80.9,22.5,34.2,18.2,16.0,14.6,9.8,34.7,10.0,10.1
Chesapeake,51550021004,8823,79.3,23.0,24.8,8.6,6.4,8.1,6.0,30.6,5.6,5.5
Chesapeake,51550021005,5600,77.7,22.3,27.0,11.9,8.9,10.9,8.1,33.3,7.1,7.0
Chesapeake,51550021009,4316,80.8,21.9,24.5,6.6,4.6,6.2,5.3,29.2,4.4,4.1
Chesapeake,51550021010,6129,80.9,22.4,25.6,7.4,5.4,7.1,5.6,30.0,4.8,4.6
Chesapeake,51550021011,3728,80.8,22.4,24.8,7.2,5.3,6.9,5.2,29.1,4.8,4.7
Chesapeake,51550021012,6115,80.4,23.1,27.9,8.6,6.3,7.6,6.5,30.5,5.3,4.9
Chesapeake,51550021013,4479,80.2,22.4,23.9,7.6,5.3,7.1,5.3,30.0,4.9,4.7
Chesapeake,51550021014,2851,79.3,23.0,23.8,8.1,6.0,7.8,5.5,30.5,5.4,5.3
Chesapeake,51550021015,2151,80.1,23.0,24.3,6.9,4.9,6.7,5.3,29.7,4.6,4.4
Chesapeake,51550021016,4625,82.5,21.4,30.1,9.2,6.9,7.9,6.7,30.5,5.5,5.2
Chesapeake,51550021101,5468,80.9,22.4,26.5,7.6,5.6,6.9,5.8,29.4,4.8,4.5
Chesapeake,51550021103,3575,80.3,22.6,26.0,8.3,6.2,7.5,5.8,29.7,5.3,5.2
Chesapeake,51550021104,5385,76.8,20.2,29.5,14.7,11.1,13.4,10.2,34.2,8.3,8.7
Chesapeake,51550021200,6705,79.8,23.4,27.9,9.3,7.1,8.4,6.8,30.9,5.8,5.6
Chesapeake,51550021301,8568,79.6,22.2,25.9,11.5,9.2,11.0,6.8,32.2,7.0,7.5
Chesapeake,51550021303,2432,79.4,22.6,26.3,11.5,9.1,10.8,6.5,32.4,7.0,7.4
Chesapeake,51550021304,3367,79.1,22.3,24.7,11.6,9.1,11.0,6.9,32.6,7.0,7.4
Chesapeake,51550021305,3692,79.2,21.4,23.0,9.5,6.7,9.6,6.0,32.3,5.9,6.2
Chesapeake,51550021306,2373,80.1,21.2,23.2,9.5,6.8,9.5,5.8,31.9,6.0,6.3
Chesapeake,51550021401,2087,79.1,23.2,31.2,14.5,11.5,12.4,9.4,34.1,8.1,7.9
Chesapeake,51550021402,6607,79.1,23.1,30.9,13.7,10.9,11.9,9.6,33.3,7.7,7.7
Chesapeake,51550021403,4769,78.8,24.8,39.5,24.7,23.8,18.7,13.4,36.0,13.0,13.4
Chesapeake,51550021405,2168,79.3,22.5,35.8,23.6,21.1,19.0,13.3,36.6,12.3,12.8
Chesapeake,51550021406,2563,84.3,18.2,35.5,22.1,19.4,18.2,10.0,36.6,11.2,12.3
Chesapeake,51550021407,2950,84.0,19.6,36.9,23.9,23.1,18.9,9.7,34.7,12.6,14.3
Chesapeake,51550021503,3248,81.8,21.1,26.9,9.7,7.3,8.6,6.3,30.5,5.8,5.7
Chesapeake,51550021504,3082,81.3,22.8,29.5,8.7,6.6,7.8,6.2,30.5,5.5,5.2
Chesapeake,51550021505,6094,80.5,22.3,29.3,14.6,12.5,12.8,8.0,33.0,8.4,8.9
Chesapeake,51550021506,2651,81.8,20.6,35.6,26.7,25.6,22.1,10.7,37.9,14.1,16.1
Chesapeake,51550021507,5263,81.6,22.0,29.9,14.8,12.8,12.6,7.5,32.7,8.4,8.9
Chesapeake,51550021602,6665,81.3,21.1,29.1,15.4,12.9,13.9,7.5,34.5,8.7,9.5
Chesapeake,51550021603,1831,81.7,20.6,26.2,8.3,5.8,7.4,6.0,30.7,5.0,4.7
Chesapeake,51550021604,2025,82.2,21.5,26.1,7.2,5.2,6.7,5.5,29.3,4.7,4.4
Chesapeake,51550021605,4799,81.6,21.1,25.2,8.2,5.9,8.0,5.4,30.8,5.3,5.3
Chesterfield,51041100106,3138,79.6,21.7,25.9,7.4,5.5,6.7,6.0,30.4,4.8,4.3
Chesterfield,51041100107,2423,74.7,24.3,36.3,28.2,26.3,22.5,16.6,38.2,15.1,15.5
Chesterfield,51041100206,6726,79.0,21.5,31.7,17.3,14.7,15.1,10.6,35.2,9.4,9.9
Chesterfield,51041100208,2616,82.5,19.4,24.8,6.5,4.6,6.2,5.3,29.2,4.2,4.0
Chesterfield,51041100209,6716,79.2,21.3,29.0,13.0,10.3,11.6,9.1,33.5,7.4,7.4
Chesterfield,51041100210,2243,76.1,22.2,28.6,17.6,14.2,16.0,11.3,36.7,10.0,10.2
Chesterfield,51041100211,3419,78.9,20.8,35.3,27.4,25.6,22.4,15.1,37.6,13.9,15.3
Chesterfield,51041100212,4585,76.7,21.2,34.3,27.0,24.1,22.7,16.6,38.2,14.0,15.0
Chesterfield,51041100300,2848,76.1,21.9,38.9,28.0,24.5,21.8,20.4,37.4,13.9,14.0
Chesterfield,51041100403,7006,78.9,21.1,27.8,12.6,9.7,11.1,8.3,33.5,7.2,7.1
Chesterfield,51041100404,2532,74.9,23.2,45.3,39.2,37.7,28.3,26.1,37.5,19.2,19.6
Chesterfield,51041100405,2257,75.7,23.4,41.0,31.8,30.1,24.3,21.8,36.9,15.9,16.5
Chesterfield,51041100406,1451,79.7,22.8,44.2,35.2,34.9,26.9,18.4,39.2,17.6,19.0
Chesterfield,51041100407,4100,76.8,23.3,36.5,23.1,20.7,18.5,14.9,36.6,12.1,12.2
Chesterfield,51041100409,7250,78.7,22.2,27.4,10.2,7.8,9.7,7.2,33.0,6.2,6.1
Chesterfield,51041100410,2352,80.3,24.2,41.0,23.7,24.2,17.5,12.1,35.9,12.6,12.9
Chesterfield,51041100505,5780,79.3,22.2,27.6,10.5,8.2,10.1,7.0,32.9,6.5,6.6
Chesterfield,51041100506,6951,77.0,22.0,30.9,18.0,14.4,15.6,12.9,36.0,9.6,9.6
Chesterfield,51041100507,6822,80.6,20.6,26.2,10.6,8.2,10.2,6.4,32.4,6.4,6.8
Chesterfield,51041100508,5083,79.0,22.0,29.2,14.0,11.6,13.0,8.2,34.8,8.1,8.5
Chesterfield,51041100509,7164,80.1,20.8,26.5,11.0,8.5,10.3,6.4,32.6,6.5,6.8
Chesterfield,51041100510,3871,78.2,23.2,28.8,12.7,10.4,11.7,8.0,34.0,7.5,7.6
Chesterfield,51041100600,4377,76.2,24.0,34.0,26.1,21.3,19.6,9.3,47.5,17.1,12.9
Chesterfield,51041100701,6209,79.5,22.5,32.4,19.0,17.0,16.2,8.8,37.2,10.8,11.1
Chesterfield,51041100702,2118,80.5,21.2,31.3,14.6,12.6,12.8,8.1,34.2,8.2,8.6
Chesterfield,51041100704,5116,79.5,22.6,29.9,10.7,8.5,9.6,7.0,32.8,6.4,6.2
Chesterfield,51041100705,2948,79.9,22.3,30.4,10.9,8.9,9.5,7.1,32.0,6.4,6.3
Chesterfield,51041100804,5085,80.2,18.9,31.6,17.0,13.6,14.3,11.3,34.9,9.0,9.1
Chesterfield,51041100805,5369,79.0,20.5,35.1,22.0,18.7,18.4,14.2,36.6,11.4,11.9
Chesterfield,51041100806,4199,75.6,21.7,40.7,35.3,32.2,27.3,23.8,39.1,17.6,18.0
Chesterfield,51041100807,2334,79.0,20.6,33.9,19.7,16.2,16.7,13.6,36.4,10.1,10.4
Chesterfield,51041100812,5908,80.0,21.1,29.0,10.8,8.4,9.7,7.7,32.4,6.3,6.2
Chesterfield,51041100814,3935,77.3,22.2,32.6,19.8,16.6,17.2,12.7,36.8,10.4,10.9
Chesterfield,51041100815,4688,78.3,21.7,32.0,16.7,13.6,14.2,11.3,35.5,8.9,8.8
Chesterfield,51041100816,4583,77.5,23.1,30.9,14.5,11.6,12.8,10.5,34.6,8.1,8.0
Chesterfield,51041100817,3440,79.5,21.9,35.7,16.8,15.0,14.0,10.8,34.6,9.3,9.5
Chesterfield,51041100818,4127,80.1,20.4,26.3,12.1,9.6,11.7,7.1,33.4,7.2,7.8
Chesterfield,51041100819,7197,79.9,19.9,32.8,20.3,16.9,17.8,11.6,37.6,10.6,11.2
Chesterfield,51041100820,3709,78.9,19.9,30.4,19.3,15.7,17.3,11.6,36.5,10.2,11.0
Chesterfield,51041100821,4721,81.8,21.7,28.3,8.2,6.4,7.3,5.9,30.0,5.0,4.8
Chesterfield,51041100822,6011,81.1,20.8,25.7,8.2,6.1,7.9,5.5,30.8,5.2,5.2
Chesterfield,51041100823,6508,81.5,20.8,29.2,11.4,9.3,10.2,7.1,32.2,6.7,6.8
Chesterfield,51041100902,3978,81.1,21.6,24.4,5.5,4.1,5.4,4.6,28.3,3.9,3.7
Chesterfield,51041100907,3145,81.2,18.7,31.7,9.6,6.7,8.0,10.2,31.8,5.6,4.6
Chesterfield,51041100910,5705,78.7,21.8,30.6,14.1,11.4,12.0,9.8,33.9,7.7,7.6
Chesterfield,51041100912,6247,80.0,22.4,26.5,7.9,6.0,7.3,5.8,30.3,5.0,4.8
Chesterfield,51041100915,4171,79.5,21.8,26.4,8.7,6.7,8.0,6.4,31.3,5.5,5.3
Chesterfield,51041100919,6942,77.6,22.3,28.1,12.2,9.6,11.1,8.4,34.2,7.0,6.9
Chesterfield,51041100920,1766,79.6,22.4,30.6,14.8,13.4,12.7,7.9,33.1,8.6,9.2
Chesterfield,51041100921,6425,79.0,22.5,27.5,10.3,8.3,9.2,7.1,31.6,6.2,6.1
Chesterfield,51041100922,5308,78.5,21.8,28.9,12.9,10.1,11.6,8.9,34.1,7.4,7.2
Chesterfield,51041100923,2786,80.3,20.7,28.2,11.6,9.3,10.6,7.9,31.8,6.7,7.0
Chesterfield,51041100924,5379,80.2,21.2,21.4,5.3,3.8,5.3,4.1,28.4,3.8,3.6
Chesterfield,51041100926,6819,82.6,20.3,24.4,5.2,3.8,4.8,4.0,27.2,3.7,3.4
Chesterfield,51041100928,7858,80.3,21.7,29.5,10.4,8.4,8.7,7.1,31.6,6.1,5.8
Chesterfield,51041100929,6532,80.1,21.2,21.7,5.5,3.7,5.6,4.3,29.2,3.9,3.7
Chesterfield,51041100930,3412,79.4,22.2,21.2,5.5,4.0,5.5,4.3,28.7,3.9,3.8
Chesterfield,51041100931,5845,81.9,20.4,23.4,5.1,3.7,4.9,4.3,27.4,3.6,3.3
Chesterfield,51041100932,3521,78.3,21.9,22.5,7.1,5.2,7.1,5.3,30.7,4.6,4.6
Chesterfield,51041100933,2473,76.1,23.5,27.1,13.3,10.6,12.4,8.7,35.5,7.9,7.8
Chesterfield,51041100934,6995,76.8,24.6,33.5,19.2,17.8,15.9,11.1,35.5,10.5,10.9
Chesterfield,51041100935,4025,82.3,19.9,21.7,3.8,2.5,3.8,3.3,26.5,2.9,2.7
Chesterfield,51041100936,4038,81.6,20.7,23.3,4.9,3.5,4.7,4.3,27.4,3.5,3.2
Chesterfield,51041100937,4252,80.1,22.1,27.9,7.9,6.3,7.5,5.9,30.4,5.3,5.2
Chesterfield,51041100938,7835,78.4,21.1,19.4,5.8,4.1,6.0,4.5,29.1,3.9,4.0
Chesterfield,51041101003,11552,78.1,22.2,21.5,7.1,5.2,7.1,5.2,30.1,4.6,4.7
Chesterfield,51041101004,5020,79.3,22.8,26.8,8.2,6.2,7.6,5.8,31.0,5.2,5.0
Chesterfield,51041101007,6395,81.0,21.2,24.0,6.0,4.2,5.7,4.9,28.9,4.0,3.7
Chesterfield,51041101008,5749,79.4,21.9,23.1,7.2,5.3,6.8,5.2,30.0,4.7,4.5
Chesterfield,51041101009,8778,77.3,22.2,22.5,8.4,6.3,8.3,6.0,31.8,5.4,5.4
Chesterfield,51041101011,3170,76.5,23.3,24.2,9.3,6.9,9.3,6.7,33.2,5.9,5.8
Chesterfield,51041101012,5575,76.5,24.2,27.7,12.6,10.5,11.7,7.9,34.2,7.7,7.8
Chesterfield,51041101013,3754,79.9,22.3,26.4,8.8,6.9,8.1,6.0,30.7,5.5,5.5
Chesterfield,51041101014,2703,80.0,21.7,26.8,9.0,6.8,8.2,6.2,31.2,5.4,5.3
Chesterfield,51041101015,6480,81.3,20.3,23.3,6.3,4.5,6.4,4.9,29.2,4.2,4.2
Clarke,51043010101,4595,80.4,23.8,33.4,11.3,9.2,9.1,8.0,32.4,6.5,6.0
Clarke,51043010102,4170,80.6,23.6,29.6,8.0,6.0,6.9,6.3,30.7,5.1,4.5
Clarke,51043010200,3118,81.0,23.2,30.0,8.7,6.5,7.5,6.9,30.9,5.3,4.8
Clarke,51043010300,2900,80.1,23.6,28.2,7.9,5.8,7.0,6.2,30.6,4.9,4.4
Colonial Heights,51570830100,4840,81.7,21.7,28.7,7.5,5.5,6.6,5.9,30.6,4.8,4.3
Colonial Heights,51570830200,3646,81.1,22.6,37.7,17.1,14.9,13.1,11.0,34.8,9.2,8.6
Colonial Heights,51570830300,2836,80.0,21.7,29.2,10.4,7.9,9.4,7.5,33.2,6.1,5.8
Colonial Heights,51570830400,2693,78.6,24.7,32.8,15.7,14.0,13.4,9.2,34.5,9.1,9.1
Colonial Heights,51570830500,4155,77.5,24.8,32.2,13.9,11.5,11.8,9.6,34.9,7.9,7.5
Covington,51580060100,2962,79.5,26.0,43.4,23.8,24.3,16.8,12.0,36.1,12.3,12.3
Covington,51580060200,2775,79.5,25.6,39.5,15.9,14.8,11.9,9.7,34.7,8.7,8.2
Craig,51045050100,4892,79.7,24.9,35.6,11.7,9.9,9.0,8.2,32.1,6.7,6.0
Culpeper,51047930101,4385,78.3,23.4,31.1,12.0,9.3,10.3,9.4,33.2,6.9,6.3
Culpeper,51047930103,5342,79.7,23.4,29.3,9.1,7.1,8.0,6.9,30.9,5.6,5.1
Culpeper,51047930104,3207,79.4,22.1,27.4,8.7,6.2,8.2,7.3,31.6,5.3,4.9
Culpeper,51047930202,6283,79.4,24.1,34.9,14.3,12.6,11.4,9.6,32.9,8.0,7.5
Culpeper,51047930203,6844,77.8,22.1,27.3,11.7,8.7,11.1,9.3,33.4,6.9,6.7
Culpeper,51047930204,1520,81.7,21.1,31.2,9.0,6.7,7.7,7.9,31.4,5.4,4.6
Culpeper,51047930300,7819,76.9,23.0,34.3,20.5,17.2,16.9,15.1,35.9,10.7,10.4
Culpeper,51047930400,5143,78.4,24.4,35.5,16.7,15.0,13.1,11.0,33.6,9.1,8.7
Culpeper,51047930501,5742,77.8,21.4,31.0,12.6,9.7,11.2,10.3,33.1,7.2,6.9
Culpeper,51047930502,6267,78.1,22.4,31.2,14.6,11.6,12.7,11.5,34.2,8.2,7.8
Cumberland,51049930101,3283,80.3,23.1,34.6,14.2,12.2,11.6,8.3,33.2,7.9,7.7
Cumberland,51049930102,2929,80.5,24.0,41.8,23.2,22.9,16.8,11.5,34.9,11.9,12.0
Cumberland,51049930200,3463,81.0,22.3,34.5,14.8,12.9,12.3,8.2,33.4,8.2,8.3
Danville,51590000100,5856,82.7,21.3,39.9,24.9,24.5,19.1,11.1,37.3,12.8,13.6
Danville,51590000200,4140,83.4,22.3,49.0,34.1,37.2,23.3,14.6,37.2,17.2,18.4
Danville,51590000300,3264,82.7,22.0,46.0,38.0,41.5,27.5,14.0,38.9,19.1,21.6
Danville,51590000400,3708,83.2,22.4,50.9,42.5,47.6,29.4,16.0,39.7,21.6,23.8
Danville,51590000500,1809,80.4,21.8,41.2,28.7,28.8,21.1,13.1,38.4,14.6,15.2
Danville,51590000600,2159,84.5,20.2,45.9,32.8,35.2,23.4,12.7,37.4,16.5,18.3
Danville,51590000700,3336,79.5,22.5,29.2,11.0,8.9,9.3,6.8,34.0,7.2,6.3
Danville,51590000800,2712,82.8,21.2,37.1,19.0,18.0,14.8,10.0,34.3,10.1,10.5
Danville,51590000900,3579,81.4,23.0,40.2,24.1,24.1,18.2,11.8,36.0,12.7,13.3
Danville,51590001000,3541,82.1,22.8,45.6,37.9,41.1,27.5,14.6,38.8,19.3,21.7
Danville,51590001100,1244,84.4,19.6,41.3,27.6,28.4,20.4,10.9,36.4,13.8,15.4
Danville,51590001200,1831,81.1,23.1,41.4,24.5,23.9,18.1,13.1,36.4,12.5,12.7
Danville,51590001301,1526,81.4,21.5,38.9,24.6,23.8,19.1,12.0,36.8,12.7,13.5
Danville,51590001302,841,77.5,24.9,51.6,45.6,48.6,31.8,22.3,41.4,23.7,24.5
Danville,51590001400,3039,82.0,23.0,38.5,14.8,13.5,10.9,9.8,32.8,8.1,7.5
Dickenson,51051040100,3910,78.3,27.3,41.3,18.1,18.0,12.8,10.9,34.8,9.6,9.1
Dickenson,51051040200,2633,80.1,26.3,41.5,16.2,15.9,11.3,10.0,33.8,8.7,8.0
Dickenson,51051040300,4851,79.3,26.7,40.9,17.0,16.7,11.8,10.5,34.0,9.1,8.4
Dickenson,51051040400,2730,79.1,27.4,44.2,20.1,20.8,13.4,11.7,34.7,10.5,9.8
Dinwiddie,51053840101,2481,80.6,23.7,33.6,12.2,10.0,10.2,7.9,35.0,6.9,6.5
Dinwiddie,51053840102,3084,80.8,24.1,39.4,20.1,19.0,15.4,10.2,37.0,10.5,10.7
Dinwiddie,51053840200,4449,80.3,23.6,32.2,11.2,9.0,9.5,7.5,34.4,6.4,6.1
Dinwiddie,51053840300,6482,80.3,23.0,32.4,17.4,15.0,15.4,8.8,37.8,9.5,10.1
Dinwiddie,51053840400,798,79.6,23.2,38.8,22.1,21.0,17.0,11.0,37.4,11.7,11.9
Dinwiddie,51053840500,3949,80.0,22.8,33.3,16.7,13.8,14.4,10.0,37.4,9.0,9.1
Dinwiddie,51053840601,3662,81.7,22.8,32.2,11.5,9.5,9.9,6.8,34.1,6.7,6.6
Dinwiddie,51053840602,3042,81.7,22.5,32.4,13.0,11.1,11.3,7.2,34.7,7.3,7.5
Emporia,51595890100,2862,81.4,21.3,41.4,33.4,32.8,26.4,14.4,40.8,16.8,18.5
Emporia,51595890200,2904,83.2,21.3,42.9,24.6,24.0,17.8,12.0,36.7,12.4,12.5
Essex,51057950600,3527,82.5,23.1,42.9,24.9,24.7,17.8,11.7,35.5,12.4,12.9
Essex,51057950700,3912,82.6,22.9,37.6,19.4,18.0,15.3,9.6,35.2,10.3,10.7
Essex,51057950800,3160,82.2,23.1,35.7,14.3,12.4,11.3,8.4,32.9,7.8,7.6
Fairfax,51059415100,3633,78.1,19.5,22.8,8.2,5.4,7.6,7.6,31.1,4.9,4.6
Fairfax,51059415200,3218,79.1,21.8,21.7,6.1,4.4,6.1,4.8,29.8,4.2,4.1
Fairfax,51059415300,3908,78.0,19.5,26.0,9.8,6.5,8.9,9.0,32.5,5.7,5.3
Fairfax,51059415401,5352,74.9,21.9,35.3,28.8,25.8,22.3,17.3,38.7,14.7,15.0
Fairfax,51059415402,2801,81.2,18.7,24.1,7.1,4.9,6.3,5.7,29.5,4.4,4.2
Fairfax,51059415500,6306,80.8,19.6,25.9,8.9,6.7,7.8,6.2,31.0,5.3,5.2
Fairfax,51059415600,2754,81.6,19.2,20.0,3.6,2.2,3.7,3.3,26.9,2.8,2.5
Fairfax,51059415700,4187,78.9,20.8,20.3,4.9,3.3,4.9,4.3,28.8,3.5,3.2
Fairfax,51059415800,5047,79.5,20.7,21.7,5.3,3.5,5.1,4.4,29.2,3.7,3.4
Fairfax,51059415900,3216,80.2,19.6,23.2,6.0,4.0,5.6,5.3,29.4,3.9,3.6
