CountyName,LocationID,TotalPopulation,Checkups,Depression,Disability,Food_Insecurity,Food_Stamps,Housing_Insecure,Insurance_Gap,Loneliness,Transport_Barriers,Utility_Threat,Low_Checkups,Healthcare_Desert_Score,Score_EqualWeights,Risk_Tier
Fairfax,51059420800,3640,76.4,19.5,23.4,9.8,6.0,9.2,9.5,33.2,5.6,5.1,23.599999999999994,13.99,12.75,LOW
Fairfax,51059421001,2855,77.7,18.4,21.9,9.4,6.0,8.8,7.4,33.3,5.5,5.2,22.299999999999997,13.11,12.24,LOW
Fairfax,51059421002,5348,75.8,20.1,29.2,18.6,14.4,14.5,12.1,36.6,9.5,9.1,24.200000000000003,17.99,17.38,MODERATE
Fairfax,51059421101,5912,77.3,19.0,19.5,8.2,5.3,8.1,6.1,32.6,4.9,4.9,22.700000000000003,12.43,11.6,LOW
Fairfax,51059421102,3514,79.4,18.8,23.1,8.9,6.2,8.1,6.4,32.3,5.3,5.1,20.599999999999994,12.25,11.61,LOW
Fairfax,51059421103,5913,78.8,19.5,22.4,8.7,5.8,8.0,6.3,32.4,5.2,4.9,21.200000000000003,12.27,11.56,LOW
Fairfax,51059421200,2024,79.5,19.8,22.0,5.6,3.7,5.5,4.8,30.1,3.8,3.6,20.5,10.48,9.7,LOW
Fairfax,51059421300,3658,78.0,20.0,22.7,8.3,5.5,8.0,6.8,32.2,5.1,4.9,22.0,12.45,11.6,LOW
Fairfax,51059421400,8188,73.6,20.3,32.0,25.7,20.5,20.7,18.4,38.5,12.7,12.7,26.400000000000006,22.75,21.95,CRITICAL
Fairfax,51059421500,7103,74.5,20.0,35.0,29.8,24.3,23.2,21.5,38.4,14.2,14.4,25.5,24.64,23.91,CRITICAL
Fairfax,51059421600,6409,75.4,19.2,31.4,24.7,18.9,20.8,17.9,38.6,12.2,12.4,24.599999999999994,22.0,21.26,CRITICAL
Fairfax,51059421701,4517,74.2,19.0,31.5,24.3,17.8,19.8,19.5,38.7,11.8,11.2,25.799999999999997,22.32,21.11,CRITICAL
Fairfax,51059421702,4000,77.3,18.0,25.7,12.7,8.2,11.6,10.9,34.6,6.9,6.6,22.700000000000003,15.31,14.28,LOW
Fairfax,51059421800,5933,75.7,20.2,30.9,22.8,18.4,18.5,14.4,38.0,11.5,11.8,24.299999999999997,20.33,19.96,HIGH
Fairfax,51059421900,2916,70.2,23.9,22.5,13.1,10.0,13.4,8.9,37.5,8.2,8.4,29.799999999999997,17.08,16.16,MODERATE
Fairfax,51059422000,3979,81.5,17.0,31.2,11.0,7.8,9.3,8.9,33.3,6.2,5.8,18.5,13.2,12.6,LOW
Fairfax,51059422101,6872,77.2,19.7,27.7,18.4,15.2,14.9,10.0,35.5,9.8,10.3,22.799999999999997,17.22,17.11,MODERATE
Fairfax,51059422102,6677,77.2,18.0,23.2,13.7,9.5,12.5,8.8,36.3,7.5,7.5,22.799999999999997,15.39,14.82,LOW
Fairfax,51059422201,4071,80.0,17.0,22.2,8.3,5.1,7.0,5.4,32.6,4.9,4.3,20.0,11.56,10.95,LOW
Fairfax,51059422202,6444,78.0,17.7,19.5,9.5,6.2,9.2,5.8,34.4,5.7,5.8,22.0,12.87,12.32,LOW
Fairfax,51059422301,3133,77.0,19.5,20.1,8.3,5.5,8.2,6.1,32.4,5.1,5.1,23.0,12.53,11.71,LOW
Fairfax,51059422302,5788,78.1,19.6,22.4,9.5,6.8,8.8,6.3,32.4,5.6,5.7,21.900000000000006,12.75,12.12,LOW
Fairfax,51059422401,2447,75.5,21.7,22.5,11.6,8.9,10.9,7.0,34.6,7.0,7.3,24.5,14.53,13.98,LOW
Fairfax,51059422402,5236,77.1,20.0,19.4,8.1,5.6,8.3,5.8,32.3,5.1,5.3,22.900000000000006,12.42,11.68,LOW
Fairfax,51059422403,3024,78.5,19.5,23.1,8.5,5.8,7.6,6.7,31.4,5.1,4.7,21.5,12.23,11.41,LOW
Fairfax,51059430101,4718,79.7,18.7,20.6,5.2,3.1,4.9,4.5,29.5,3.6,3.1,20.299999999999997,10.1,9.27,LOW
Fairfax,51059430102,3117,77.5,19.0,21.5,8.5,5.2,7.5,6.0,33.0,5.1,4.5,22.5,12.37,11.54,LOW
Fairfax,51059430201,4379,77.9,19.2,21.8,7.7,4.8,6.8,6.2,32.1,4.7,4.1,22.099999999999994,11.97,11.06,LOW
Fairfax,51059430202,4949,77.8,19.6,24.5,9.6,6.4,7.8,6.9,32.8,5.6,4.9,22.200000000000003,12.83,12.02,LOW
Fairfax,51059430203,2679,77.7,19.5,22.1,7.5,4.9,6.4,5.6,32.0,4.8,4.2,22.299999999999997,11.79,10.96,LOW
Fairfax,51059430400,7217,78.0,18.1,21.9,7.5,4.4,6.8,6.8,31.9,4.5,3.9,22.0,12.01,10.98,LOW
Fairfax,51059430500,1716,78.0,18.1,24.5,10.1,6.3,8.2,8.4,32.9,5.5,4.7,22.0,13.28,12.26,LOW
Fairfax,51059430600,7152,74.5,16.8,26.1,16.4,9.6,13.2,15.6,36.1,7.9,6.8,25.5,18.11,16.39,MODERATE
Fairfax,51059430700,2923,76.5,17.6,24.0,11.3,6.8,9.4,10.0,33.9,5.9,5.2,23.5,14.48,13.25,LOW
Fairfax,51059430801,4629,78.5,18.8,22.6,7.8,4.9,7.0,6.6,31.3,4.7,4.3,21.5,11.93,11.01,LOW
Fairfax,51059430802,4276,77.6,19.9,23.2,9.2,6.1,8.3,7.3,32.5,5.4,5.0,22.400000000000006,12.92,12.02,LOW
Fairfax,51059430901,4326,77.1,18.4,23.4,11.1,7.0,9.5,8.2,34.3,6.1,5.5,22.900000000000006,13.98,13.08,LOW
Fairfax,51059430902,3415,78.2,18.4,24.0,10.6,7.1,8.6,7.8,32.1,5.8,5.3,21.799999999999997,13.23,12.39,LOW
Fairfax,51059431001,4948,77.9,18.2,23.8,10.4,6.7,8.6,8.1,32.9,5.7,5.1,22.099999999999994,13.37,12.45,LOW
Fairfax,51059431002,2368,77.6,18.5,23.2,12.2,8.7,10.4,7.8,33.5,6.7,6.7,22.400000000000006,14.16,13.55,LOW
Fairfax,51059431300,4419,78.6,19.7,23.0,8.1,5.6,7.1,6.1,31.1,4.9,4.5,21.400000000000006,11.88,11.1,LOW
Fairfax,51059431400,4405,78.3,18.6,21.5,8.0,5.1,7.3,6.1,31.6,4.8,4.5,21.700000000000003,11.97,11.14,LOW
Fairfax,51059431500,5733,79.6,18.7,21.5,6.5,4.2,6.2,5.4,30.4,4.1,3.9,20.400000000000006,10.92,10.14,LOW
Fairfax,51059431601,1908,93.5,11.3,47.0,3.5,2.2,1.6,7.4,27.3,2.5,1.0,6.5,6.96,6.5,LOW
Fairfax,51059431602,6485,77.6,17.2,24.6,12.7,8.1,10.0,8.8,34.3,6.6,5.9,22.400000000000006,14.44,13.6,LOW
Fairfax,51059431801,4263,76.9,19.3,22.2,9.7,6.1,8.7,7.7,33.0,5.6,5.1,23.099999999999994,13.35,12.37,LOW
Fairfax,51059431802,3259,79.1,17.8,21.4,7.1,4.3,6.4,6.3,30.5,4.4,3.9,20.900000000000006,11.4,10.48,LOW
Fairfax,51059431900,3173,79.9,18.5,21.5,6.2,3.8,5.5,5.4,29.9,3.9,3.4,20.099999999999994,10.62,9.78,LOW
Fairfax,51059432000,3393,77.6,19.6,23.4,9.5,6.2,8.1,7.3,32.9,5.5,4.9,22.400000000000006,12.99,12.1,LOW
Fairfax,51059432100,3573,78.7,19.8,22.3,7.5,4.9,6.8,6.2,31.1,4.6,4.2,21.299999999999997,11.68,10.82,LOW
Fairfax,51059432201,2393,75.8,19.2,20.2,8.4,5.2,7.8,6.8,33.2,5.2,4.7,24.200000000000003,12.97,11.94,LOW
Fairfax,51059432202,4741,78.8,18.9,22.6,7.2,4.5,6.5,6.2,31.3,4.4,3.9,21.200000000000003,11.55,10.65,LOW
Fairfax,51059432300,5127,79.8,18.3,22.0,6.7,4.1,6.0,5.6,30.5,4.1,3.7,20.200000000000003,10.93,10.11,LOW
Fairfax,51059432401,3615,79.8,18.8,20.5,5.8,3.7,5.1,4.7,29.4,3.7,3.3,20.200000000000003,10.28,9.49,LOW
Fairfax,51059432402,5100,79.3,18.9,20.4,5.9,3.7,5.7,4.8,30.2,3.9,3.6,20.700000000000003,10.61,9.81,LOW
Fairfax,51059432500,5758,79.6,19.0,19.8,5.5,3.4,5.4,4.5,29.8,3.7,3.4,20.400000000000006,10.29,9.51,LOW
Fairfax,51059432600,4967,79.3,18.2,18.8,5.6,3.3,5.5,4.4,30.2,3.7,3.5,20.700000000000003,10.4,9.61,LOW
Fairfax,51059432701,3132,79.4,18.6,21.4,6.8,4.2,6.5,5.7,31.0,4.3,4.0,20.599999999999994,11.2,10.39,LOW
Fairfax,51059432702,4502,77.1,18.9,23.4,11.3,7.7,10.1,8.3,33.7,6.4,6.1,22.900000000000006,14.13,13.31,LOW
Fairfax,51059432800,2225,77.9,18.6,21.5,9.2,6.0,8.6,6.8,33.5,5.4,5.2,22.099999999999994,12.87,12.1,LOW
Fairfax,51059440100,7503,79.6,18.4,22.8,6.9,4.3,5.8,5.5,30.6,4.3,3.7,20.400000000000006,10.99,10.19,LOW
Fairfax,51059440201,4133,72.7,20.6,19.4,9.4,6.1,8.5,7.4,34.8,5.8,5.1,27.299999999999997,14.24,13.05,LOW
Fairfax,51059440202,6032,75.8,19.0,22.6,10.7,7.0,9.3,8.2,33.5,6.2,5.7,24.200000000000003,14.09,13.1,LOW
Fairfax,51059440300,2765,80.5,18.6,21.5,5.3,3.3,4.9,4.5,29.2,3.6,3.1,19.5,9.94,9.17,LOW
Fairfax,51059440501,5006,79.6,17.8,22.0,6.6,3.9,5.5,5.5,31.0,4.0,3.3,20.400000000000006,10.89,10.02,LOW
Fairfax,51059440503,6817,68.6,24.9,23.9,14.6,8.7,13.8,9.4,45.7,10.2,7.6,31.400000000000006,18.68,17.68,MODERATE
Fairfax,51059440504,643,65.0,18.3,30.5,23.7,17.1,20.1,18.4,43.3,13.0,11.8,35.0,24.38,22.8,CRITICAL
Fairfax,51059440505,1346,80.3,18.0,20.7,5.8,3.5,5.1,4.3,29.9,3.8,3.3,19.700000000000003,10.13,9.43,LOW
Fairfax,51059440600,3002,77.2,18.5,22.3,8.8,5.4,7.7,7.6,32.4,5.2,4.5,22.799999999999997,12.85,11.8,LOW
Fairfax,51059440701,2895,80.1,18.4,21.6,5.7,3.5,5.0,4.7,29.9,3.7,3.1,19.900000000000006,10.23,9.44,LOW
Fairfax,51059440702,5397,80.2,18.0,21.2,5.4,3.2,5.0,4.6,29.8,3.6,3.1,19.799999999999997,10.1,9.31,LOW
Fairfax,51059440800,6397,80.5,17.6,22.6,6.1,3.6,5.2,5.2,30.3,3.8,3.2,19.5,10.41,9.61,LOW
Fairfax,51059450100,5524,74.1,20.6,28.3,18.1,13.5,13.9,13.1,35.5,9.1,8.4,25.900000000000006,18.21,17.19,MODERATE
Fairfax,51059450200,4330,73.0,20.5,32.7,23.3,17.5,17.5,19.7,37.1,11.3,10.1,27.0,21.91,20.44,HIGH
Fairfax,51059450300,5620,74.4,20.5,24.7,12.8,8.9,10.8,10.8,34.3,7.0,6.3,25.599999999999994,15.79,14.56,LOW
Fairfax,51059450400,2726,78.4,18.8,22.8,7.8,4.8,6.9,7.2,31.5,4.6,4.0,21.599999999999994,12.08,11.05,LOW
Fairfax,51059450500,3065,75.5,17.0,24.8,12.4,6.9,10.2,13.2,34.5,6.3,5.1,24.5,15.84,14.14,LOW
Fairfax,51059450601,4192,78.4,17.4,21.3,7.1,4.1,6.3,6.7,31.1,4.2,3.6,21.599999999999994,11.65,10.59,LOW
Fairfax,51059450602,4814,73.6,19.4,27.2,17.4,11.8,13.8,15.1,35.7,8.7,7.7,26.400000000000006,18.56,17.08,MODERATE
Fairfax,51059450701,3055,78.3,16.9,21.7,7.9,4.6,6.6,6.7,31.9,4.6,3.9,21.700000000000003,11.98,10.99,LOW
Fairfax,51059450702,4568,72.1,18.9,31.8,23.6,15.8,18.6,22.1,39.3,11.2,9.8,27.900000000000006,22.98,21.04,CRITICAL
Fairfax,51059450800,3483,78.2,17.0,25.9,11.7,7.1,9.0,10.1,33.7,5.9,4.9,21.799999999999997,14.16,13.02,LOW
Fairfax,51059450900,1704,78.7,18.5,21.8,6.6,4.0,6.0,6.3,30.7,4.1,3.6,21.299999999999997,11.32,10.32,LOW
Fairfax,51059451000,2707,79.3,18.0,24.9,8.3,5.2,7.0,7.7,31.4,4.7,4.1,20.700000000000003,12.13,11.14,LOW
Fairfax,51059451100,2314,78.3,19.2,24.7,8.6,5.4,7.4,8.7,31.7,4.9,4.2,21.700000000000003,12.74,11.58,LOW
Fairfax,51059451200,1721,81.2,18.7,22.0,4.8,3.0,4.5,4.8,28.5,3.3,2.8,18.799999999999997,9.62,8.81,LOW
Fairfax,51059451300,2491,78.4,19.8,23.1,7.7,5.2,6.9,6.3,30.9,4.8,4.4,21.599999999999994,11.83,10.98,LOW
Fairfax,51059451400,3263,73.6,18.7,35.7,27.7,20.5,19.8,24.0,38.2,12.7,11.2,26.400000000000006,24.23,22.56,CRITICAL
Fairfax,51059451501,5868,74.6,19.5,31.0,20.8,15.1,16.1,16.4,36.5,10.2,9.4,25.400000000000006,19.92,18.74,HIGH
Fairfax,51059451502,4924,77.9,18.5,29.3,14.2,10.3,11.7,12.1,34.0,7.6,7.1,22.099999999999994,15.86,14.89,LOW
Fairfax,51059451601,6129,67.3,20.9,41.5,41.4,32.1,30.4,37.7,42.2,19.6,17.0,32.7,34.07,31.64,CRITICAL
Fairfax,51059451602,2885,77.1,19.3,25.3,12.4,8.7,10.5,9.1,33.6,6.9,6.5,22.900000000000006,14.65,13.82,LOW
Fairfax,51059451800,3485,77.8,17.8,25.3,11.3,7.1,9.4,10.1,32.8,6.1,5.4,22.200000000000003,14.18,13.05,LOW
Fairfax,51059451900,6015,77.0,18.2,20.2,8.2,5.1,8.1,7.0,32.9,5.1,4.8,23.0,12.74,11.77,LOW
Fairfax,51059452000,3061,80.7,17.1,30.8,13.5,9.7,9.6,9.8,33.4,6.8,6.0,19.299999999999997,14.16,13.51,LOW
Fairfax,51059452101,5091,78.2,17.7,23.9,10.5,6.6,9.0,8.4,33.5,5.7,5.1,21.799999999999997,13.51,12.57,LOW
Fairfax,51059452102,3354,78.1,17.6,28.9,13.5,8.9,10.2,11.0,34.4,7.0,5.9,21.900000000000006,15.12,14.1,LOW
Fairfax,51059452200,6982,76.1,17.9,30.3,20.4,14.5,15.2,14.8,36.7,9.8,8.9,23.900000000000006,18.99,18.02,MODERATE
Fairfax,51059452301,3568,77.0,17.6,31.0,22.0,16.2,15.2,14.2,36.3,10.2,9.2,23.0,18.99,18.29,MODERATE
Fairfax,51059452302,5762,70.8,20.4,36.0,34.1,27.4,25.1,26.8,39.0,16.2,15.1,29.200000000000003,27.99,26.61,CRITICAL
Fairfax,51059452400,7283,76.0,17.9,25.2,12.9,7.8,10.5,11.4,35.0,6.7,5.6,24.0,15.55,14.24,LOW
Fairfax,51059452501,3912,77.3,18.1,26.6,12.4,8.0,9.9,10.0,34.3,6.5,5.6,22.700000000000003,14.72,13.68,LOW
Fairfax,51059452502,5011,74.4,19.1,29.4,22.8,17.7,18.6,15.1,38.3,11.5,11.6,25.599999999999994,20.76,20.15,HIGH
Fairfax,51059452600,6347,77.4,18.5,22.4,11.3,8.0,10.4,8.0,33.7,6.5,6.5,22.599999999999994,14.08,13.38,LOW
Fairfax,51059452700,5398,76.3,19.2,28.7,18.7,14.3,15.3,13.3,35.7,9.5,9.5,23.700000000000003,18.23,17.5,MODERATE
Fairfax,51059452801,5627,77.3,20.1,28.4,15.9,13.0,12.8,9.5,34.2,8.7,8.8,22.700000000000003,16.04,15.7,MODERATE
Fairfax,51059452802,3030,81.1,19.0,27.0,10.0,7.3,8.7,6.5,32.6,5.8,5.7,18.900000000000006,12.32,11.94,LOW
Fairfax,51059460100,4544,80.8,17.5,21.1,5.8,3.5,4.8,4.2,29.5,3.7,3.1,19.200000000000003,9.91,9.22,LOW
Fairfax,51059460200,3970,80.9,19.0,20.2,4.3,2.7,4.1,3.7,28.2,3.2,2.8,19.099999999999994,9.23,8.51,LOW
Fairfax,51059460300,2896,80.4,18.4,19.0,4.0,2.3,3.9,3.4,28.2,2.9,2.5,19.599999999999994,9.13,8.35,LOW
Fairfax,51059460400,5134,79.5,17.7,20.4,5.8,3.4,5.0,4.5,30.1,3.7,3.2,20.5,10.33,9.53,LOW
Fairfax,51059460501,2691,80.1,17.1,19.6,5.2,2.9,4.5,4.3,29.9,3.4,2.8,19.900000000000006,9.92,9.11,LOW
Fairfax,51059460503,3778,76.6,18.8,19.5,7.5,4.7,6.6,5.4,32.1,4.7,4.1,23.400000000000006,11.97,11.06,LOW
Fairfax,51059460504,3979,78.3,17.9,19.9,6.8,4.1,5.8,5.1,31.4,4.2,3.6,21.700000000000003,11.19,10.34,LOW
Fairfax,51059460600,4173,79.1,18.5,20.8,5.6,3.4,5.2,4.7,30.1,3.7,3.3,20.900000000000006,10.46,9.61,LOW
Fairfax,51059460701,3501,75.9,19.1,23.7,10.0,6.2,8.6,9.3,33.0,5.6,4.8,24.099999999999994,13.98,12.7,LOW
Fairfax,51059460702,4649,79.1,19.2,21.1,6.2,4.0,5.7,4.8,29.7,4.1,3.7,20.900000000000006,10.68,9.89,LOW
Fairfax,51059460800,3162,79.5,19.2,21.5,6.0,3.9,5.3,4.9,29.6,3.9,3.4,20.5,10.5,9.69,LOW
Fairfax,51059460900,2631,79.9,18.7,21.1,5.5,3.4,4.9,4.6,29.3,3.6,3.1,20.099999999999994,10.13,9.31,LOW
Fairfax,51059461000,2530,79.8,18.9,19.7,5.1,3.1,4.9,4.2,29.5,3.5,3.1,20.200000000000003,9.98,9.2,LOW
Fairfax,51059461100,7442,79.4,18.5,20.7,5.7,3.4,5.2,5.1,30.0,3.7,3.2,20.599999999999994,10.5,9.61,LOW
Fairfax,51059461201,4633,81.1,18.4,19.4,4.1,2.4,4.0,3.5,28.3,3.0,2.6,18.900000000000006,9.07,8.35,LOW
Fairfax,51059461202,6502,76.4,18.3,19.5,8.6,5.4,7.5,5.5,33.7,5.2,4.7,23.599999999999994,12.58,11.78,LOW
Fairfax,51059461500,6940,78.1,18.1,18.6,6.0,3.6,5.5,4.6,30.7,3.9,3.5,21.900000000000006,10.83,9.96,LOW
Fairfax,51059461603,5056,75.5,18.1,18.2,7.1,4.2,6.4,5.3,33.0,4.4,3.8,24.5,12.11,11.09,LOW
Fairfax,51059461604,2520,76.8,18.0,19.9,7.3,4.3,6.3,5.7,32.6,4.4,3.7,23.200000000000003,11.93,10.94,LOW
Fairfax,51059461605,3829,70.9,20.5,15.4,6.3,3.6,6.4,5.3,34.8,4.4,3.8,29.099999999999994,13.06,11.71,LOW
Fairfax,51059461606,3069,72.7,18.0,19.2,10.6,6.4,8.6,8.3,35.1,5.9,4.8,27.299999999999997,14.7,13.38,LOW
Fairfax,51059461700,6937,75.8,17.9,20.8,9.7,6.1,8.0,6.8,33.1,5.6,5.0,24.200000000000003,13.27,12.31,LOW
Fairfax,51059461801,1385,76.4,19.4,19.1,7.5,4.7,7.1,5.8,32.1,4.7,4.4,23.599999999999994,12.19,11.24,LOW
Fairfax,51059461802,5448,76.5,19.2,19.3,7.3,4.5,6.8,5.5,32.5,4.6,4.2,23.5,12.04,11.11,LOW
Fairfax,51059461901,3756,76.2,18.3,24.4,12.7,8.5,10.0,9.0,34.8,6.8,5.9,23.799999999999997,14.86,13.94,LOW
Fairfax,51059461902,1839,71.0,19.2,27.1,20.8,13.7,17.4,17.2,39.3,10.2,9.4,29.0,21.21,19.62,HIGH
Fairfax,51059470100,2769,81.6,17.5,19.1,3.9,2.1,3.5,3.5,27.8,2.8,2.3,18.400000000000006,8.78,8.04,LOW
Fairfax,51059470300,3418,81.2,18.8,20.7,4.4,2.7,4.1,3.9,28.0,3.1,2.8,18.799999999999997,9.21,8.48,LOW
Fairfax,51059470400,4994,81.1,18.4,19.8,4.3,2.5,4.0,3.7,28.2,3.1,2.6,18.900000000000006,9.15,8.41,LOW
Fairfax,51059470500,5717,81.3,17.7,20.8,4.9,3.0,4.3,4.0,28.7,3.3,2.8,18.700000000000003,9.42,8.71,LOW
Fairfax,51059470600,2849,82.0,17.6,24.9,6.8,4.3,5.2,5.5,29.7,4.0,3.3,18.0,10.29,9.6,LOW
Fairfax,51059470700,5753,80.2,17.6,19.3,4.8,2.8,4.4,3.8,29.3,3.3,2.8,19.799999999999997,9.63,8.87,LOW
Fairfax,51059470800,3255,80.9,17.2,19.3,4.8,2.7,4.3,3.9,28.9,3.2,2.7,19.099999999999994,9.45,8.7,LOW
Fairfax,51059470900,7993,80.9,18.2,22.3,5.4,3.4,4.7,4.4,29.1,3.5,3.0,19.099999999999994,9.8,9.07,LOW
Fairfax,51059471000,2247,78.6,18.2,17.4,4.5,2.5,4.6,3.9,29.7,3.2,2.9,21.400000000000006,9.98,9.09,LOW
Fairfax,51059471100,7030,77.0,18.0,19.4,6.7,3.8,6.2,6.1,31.3,4.1,3.6,23.0,11.7,10.6,LOW
Fairfax,51059471201,3050,76.9,17.1,18.2,6.0,3.3,5.5,4.7,31.9,3.9,3.3,23.099999999999994,11.19,10.21,LOW
Fairfax,51059471203,2420,76.4,18.6,17.7,6.3,3.7,6.0,5.0,32.3,4.2,3.7,23.599999999999994,11.57,10.6,LOW
Fairfax,51059471204,2692,73.7,18.9,19.5,9.3,5.8,7.9,7.0,34.7,5.5,4.6,26.299999999999997,13.78,12.64,LOW
Fairfax,51059471301,3973,72.3,18.2,19.3,10.4,5.8,9.1,9.2,36.2,5.7,4.7,27.700000000000003,15.09,13.6,LOW
Fairfax,51059471303,4153,75.6,19.5,21.4,9.2,5.9,7.9,6.9,33.4,5.4,4.7,24.400000000000006,13.24,12.23,LOW
Fairfax,51059471304,2073,78.9,19.9,20.2,5.5,3.6,5.3,4.6,29.4,3.8,3.5,21.099999999999994,10.43,9.6,LOW
Fairfax,51059471401,3759,76.2,19.2,23.3,10.3,6.6,8.7,9.0,33.1,5.7,5.0,23.799999999999997,13.95,12.78,LOW
Fairfax,51059471402,3550,75.6,19.4,27.8,16.1,11.3,12.4,12.5,35.4,8.1,7.2,24.400000000000006,17.02,15.92,MODERATE
Fairfax,51059480100,4399,81.1,18.8,20.2,4.2,2.5,4.0,3.6,28.4,3.1,2.6,18.900000000000006,9.13,8.41,LOW
Fairfax,51059480201,4646,81.4,17.1,19.3,4.3,2.4,3.8,3.5,28.6,2.9,2.4,18.599999999999994,9.03,8.31,LOW
Fairfax,51059480203,2828,79.1,18.5,23.3,7.3,4.8,6.3,5.5,31.3,4.5,4.0,20.900000000000006,11.34,10.58,LOW
Fairfax,51059480204,3823,72.9,18.7,16.0,6.2,3.5,6.0,5.0,33.6,4.2,3.6,27.099999999999994,12.37,11.15,LOW
Fairfax,51059480205,3268,72.1,19.7,15.9,6.5,3.8,6.4,4.9,34.5,4.5,3.9,27.900000000000006,12.74,11.55,LOW
Fairfax,51059480301,3145,81.2,17.3,19.2,4.3,2.4,3.9,3.5,28.8,3.0,2.5,18.799999999999997,9.11,8.4,LOW
Fairfax,51059480302,4621,79.4,17.7,20.6,5.9,3.4,4.9,4.8,30.8,3.7,3.0,20.599999999999994,10.49,9.64,LOW
Fairfax,51059480401,4717,80.3,17.6,18.3,4.0,2.2,3.8,3.3,28.9,2.9,2.5,19.700000000000003,9.18,8.41,LOW
Fairfax,51059480402,6028,80.7,17.7,19.4,4.6,2.6,4.1,3.7,28.9,3.2,2.6,19.299999999999997,9.37,8.62,LOW
Fairfax,51059480501,3537,79.1,18.5,19.2,5.4,3.2,5.0,4.3,30.1,3.6,3.1,20.900000000000006,10.28,9.45,LOW
Fairfax,51059480502,5763,78.7,19.7,20.1,5.6,3.5,5.5,4.6,30.0,3.9,3.6,21.299999999999997,10.58,9.75,LOW
Fairfax,51059480503,3259,78.1,19.4,18.9,5.3,3.2,5.2,4.5,30.0,3.7,3.3,21.900000000000006,10.54,9.64,LOW
Fairfax,51059480504,2017,78.4,20.6,19.5,5.5,3.6,5.5,4.6,29.8,3.8,3.5,21.599999999999994,10.59,9.74,LOW
Fairfax,51059480505,3263,74.3,21.5,17.4,5.4,3.3,5.6,4.7,32.0,4.0,3.6,25.700000000000003,11.66,10.54,LOW
Fairfax,51059480801,5388,74.5,20.0,26.6,15.0,10.1,12.6,13.2,35.3,7.8,7.1,25.5,17.18,15.82,MODERATE
Fairfax,51059480802,3910,76.8,18.1,19.7,7.8,4.9,7.0,6.1,31.4,4.8,4.4,23.200000000000003,12.16,11.2,LOW
Fairfax,51059480901,6969,74.1,18.0,26.6,15.1,9.0,12.6,15.7,36.0,7.6,6.4,25.900000000000006,17.86,16.04,MODERATE
Fairfax,51059480902,4211,75.1,19.6,25.2,14.2,9.8,12.1,11.5,34.7,7.6,7.1,24.900000000000006,16.36,15.24,MODERATE
Fairfax,51059480903,4177,72.8,18.0,23.6,14.7,9.2,12.4,13.2,35.9,7.6,6.7,27.200000000000003,17.43,15.86,MODERATE
Fairfax,51059481000,6231,72.0,19.6,29.4,23.1,16.9,17.5,17.6,38.5,11.4,10.1,28.0,21.68,20.39,HIGH
Fairfax,51059481101,2376,72.1,17.3,16.1,8.2,4.5,7.2,6.0,35.9,4.9,4.0,27.900000000000006,13.58,12.33,LOW
Fairfax,51059481102,3656,73.6,17.1,17.4,9.8,6.0,8.1,6.1,34.5,5.5,4.9,26.400000000000006,13.68,12.66,LOW
Fairfax,51059481103,3664,75.7,16.2,23.1,15.0,9.9,11.8,9.4,36.6,7.4,6.8,24.299999999999997,15.96,15.15,LOW
Fairfax,51059481104,2948,73.8,16.3,18.2,10.4,6.0,8.7,6.7,36.0,5.6,4.9,26.200000000000003,14.11,13.06,LOW
Fairfax,51059481105,5332,79.1,16.7,17.2,5.4,2.9,4.8,3.9,30.3,3.5,2.9,20.900000000000006,10.14,9.33,LOW
Fairfax,51059481106,5362,79.2,18.6,19.3,5.4,3.2,4.9,4.3,29.9,3.6,3.1,20.799999999999997,10.23,9.4,LOW
Fairfax,51059481201,1156,79.7,18.0,19.8,6.0,3.6,5.3,4.6,30.6,3.8,3.3,20.299999999999997,10.46,9.69,LOW
Fairfax,51059481202,6301,75.4,19.6,27.5,16.6,12.0,13.6,12.8,35.8,8.7,8.1,24.599999999999994,17.52,16.52,MODERATE
Fairfax,51059481400,6647,79.5,19.3,23.0,6.2,4.1,5.9,5.4,30.5,4.1,3.7,20.5,10.86,10.05,LOW
Fairfax,51059481500,2289,81.4,18.8,21.6,4.6,2.9,4.3,4.0,28.1,3.2,2.9,18.599999999999994,9.28,8.58,LOW
Fairfax,51059481600,3480,81.1,18.7,19.8,4.3,2.5,4.1,3.7,28.2,3.1,2.7,18.900000000000006,9.17,8.44,LOW
Fairfax,51059481701,6196,80.4,18.3,18.8,4.2,2.4,4.0,3.6,28.6,3.0,2.6,19.599999999999994,9.28,8.5,LOW
Fairfax,51059481702,4787,76.8,19.0,19.3,7.5,4.6,6.9,5.6,32.4,4.6,4.2,23.200000000000003,12.04,11.12,LOW
Fairfax,51059481900,5821,78.4,19.4,22.8,7.5,5.0,6.7,5.8,31.9,4.7,4.2,21.599999999999994,11.72,10.92,LOW
Fairfax,51059482001,4874,79.4,19.2,19.1,4.7,2.9,4.6,3.9,29.2,3.4,3.0,20.599999999999994,9.84,9.04,LOW
Fairfax,51059482002,3545,79.4,20.5,20.2,5.1,3.4,5.1,4.1,29.2,3.6,3.4,20.599999999999994,10.07,9.31,LOW
Fairfax,51059482100,3258,78.8,20.2,23.4,8.0,5.6,7.5,6.6,31.1,5.0,4.8,21.200000000000003,12.02,11.22,LOW
