CountyName,LocationID,TotalPopulation,Short_Question_Text,Data_Value,Measure_Name
Newport News,51700032212,4223,Depression,21.0,Depression
Richmond,51760020300,1783,Depression,21.4,Depression
Norfolk,51710005100,3897,Depression,22.1,Depression
Hopewell,51670820500,4858,Depression,25.3,Depression
Roanoke,51770002502,2879,Depression,23.3,Depression
Virginia Beach,51810044201,2983,Depression,24.1,Depression
Virginia Beach,51810044805,3252,Depression,26.8,Depression
Portsmouth,51740211700,3109,Depression,20.2,Depression
Virginia Beach,51810040406,4910,Depression,22.5,Depression
Radford,51750010201,4028,Depression,25.4,Depression
Petersburg,51730810700,1961,Depression,21.0,Depression
Suffolk,51800075503,3135,Depression,21.5,Depression
Norfolk,51710000202,3807,Depression,23.9,Depression
Portsmouth,51740980100,624,Depression,24.8,Depression
Richmond,51760030502,2541,Depression,23.7,Depression
Norfolk,51710005902,4068,Depression,21.4,Depression
Portsmouth,51740213101,5044,Depression,24.5,Depression
Norfolk,51710004500,1377,Depression,18.0,Depression
Richmond,51760070602,2371,Depression,20.4,Depression
Lynchburg,51680000700,3770,Depression,24.9,Depression
Newport News,51700032133,1927,Depression,26.6,Depression
Norfolk,51710007002,3443,Depression,18.2,Depression
Virginia Beach,51810042201,3745,Depression,22.7,Depression
Norfolk,51710005702,2624,Depression,19.0,Depression
Richmond,51760020700,1614,Depression,22.5,Depression
Roanoke,51770002100,3864,Depression,20.0,Depression
Norfolk,51710003700,2148,Depression,24.2,Depression
Suffolk,51800075401,3182,Depression,19.9,Depression
Newport News,51700031800,3902,Depression,21.1,Depression
Suffolk,51800075801,3128,Depression,23.0,Depression
Norfolk,51710003300,2593,Depression,20.2,Depression
Norfolk,51710004100,1848,Depression,26.0,Depression
Norfolk,51710002200,1906,Depression,21.3,Depression
Newport News,51700031100,3783,Depression,22.6,Depression
Manassas Park,51685920201,2872,Depression,21.7,Depression
Norfolk,51710006607,2865,Depression,19.9,Depression
Richmond,51760050300,1427,Depression,24.5,Depression
Virginia Beach,51810043006,2654,Depression,23.5,Depression
Norfolk,51710006800,1682,Depression,21.5,Depression
Newport News,51700032228,2808,Depression,22.1,Depression
Newport News,51700032223,3896,Depression,22.1,Depression
Suffolk,51800075402,4572,Depression,21.4,Depression
Norfolk,51710005701,4212,Depression,22.3,Depression
Norfolk,51710003600,2172,Depression,21.7,Depression
Richmond,51760040500,3298,Depression,24.1,Depression
Manassas,51683910301,4579,Depression,20.8,Depression
Norfolk,51710000600,4506,Depression,23.8,Depression
Norfolk,51710001200,3772,Depression,22.4,Depression
Roanoke,51770001100,2067,Depression,23.6,Depression
Richmond,51760050600,2637,Depression,20.4,Depression
Richmond,51760070100,5711,Depression,21.1,Depression
Richmond,51760020600,1814,Depression,23.8,Depression
Petersburg,51730811100,3274,Depression,19.2,Depression
Suffolk,51800075208,2815,Depression,21.8,Depression
Newport News,51700032114,1668,Depression,22.2,Depression
Portsmouth,51740212701,5258,Depression,17.4,Depression
Norfolk,51710000201,2824,Depression,23.7,Depression
Portsmouth,51740211900,1632,Depression,20.6,Depression
Lynchburg,51680000901,3493,Depression,22.4,Depression
Richmond,51760020400,4449,Depression,23.2,Depression
Salem,51775010200,6937,Depression,25.0,Depression
Richmond,51760040201,3093,Depression,28.5,Depression
Roanoke,51770001200,3556,Depression,27.0,Depression
Roanoke,51770000602,3656,Depression,25.3,Depression
Richmond,51760010202,1963,Depression,19.1,Depression
Roanoke,51770000900,5759,Depression,23.9,Depression
Virginia Beach,51810044008,1835,Depression,21.6,Depression
Norfolk,51710004002,3294,Depression,22.7,Depression
Roanoke,51770000300,4913,Depression,24.5,Depression
Suffolk,51800075301,2253,Depression,20.5,Depression
Lynchburg,51680001400,7403,Depression,30.8,Depression
Portsmouth,51740212400,3925,Depression,25.4,Depression
Lynchburg,51680001900,4900,Depression,24.0,Depression
Harrisonburg,51660000302,6359,Depression,27.2,Depression
Richmond,51760070803,4699,Depression,21.4,Depression
Norfolk,51710006603,2356,Depression,22.2,Depression
Richmond,51760071002,3414,Depression,20.8,Depression
Richmond,51760070400,3888,Depression,20.9,Depression
Newport News,51700032126,4095,Depression,25.2,Depression
Norfolk,51710004600,1991,Depression,22.6,Depression
Suffolk,51800075203,4283,Depression,21.5,Depression
Lynchburg,51680000600,2758,Depression,22.7,Depression
Manassas Park,51685920100,7137,Depression,21.9,Depression
Newport News,51700032132,5492,Depression,22.6,Depression
Richmond,51760040400,4350,Depression,26.3,Depression
Portsmouth,51740211600,4015,Depression,24.9,Depression
Virginia Beach,51810045810,2082,Depression,25.3,Depression
Virginia Beach,51810046216,6385,Depression,22.0,Depression
Virginia Beach,51810046217,5668,Depression,21.2,Depression
Winchester,51840000102,3812,Depression,25.7,Depression
Virginia Beach,51810045432,4848,Depression,25.2,Depression
Virginia Beach,51810045430,4079,Depression,25.3,Depression
Virginia Beach,51810046011,1521,Depression,23.3,Depression
Virginia Beach,51810045601,2870,Depression,24.6,Depression
Virginia Beach,51810045407,4456,Depression,23.9,Depression
Winchester,51840000301,5261,Depression,26.9,Depression
Virginia Beach,51810045606,3848,Depression,27.3,Depression
Virginia Beach,51810045424,6960,Depression,24.8,Depression
Virginia Beach,51810045414,6068,Depression,24.8,Depression
Virginia Beach,51810046221,3817,Depression,23.9,Depression
Virginia Beach,51810046018,4389,Depression,23.2,Depression
Virginia Beach,51810045425,2846,Depression,25.0,Depression
Virginia Beach,51810046400,5248,Depression,25.5,Depression
Virginia Beach,51810045605,2761,Depression,23.9,Depression
Virginia Beach,51810045412,1542,Depression,22.4,Depression
Virginia Beach,51810045801,4672,Depression,22.8,Depression
Virginia Beach,51810046222,5087,Depression,22.1,Depression
Virginia Beach,51810046206,5313,Depression,21.9,Depression
Virginia Beach,51810045415,1893,Depression,25.8,Depression
Waynesboro,51820003100,1116,Depression,21.7,Depression
Virginia Beach,51810045434,5444,Depression,21.0,Depression
Virginia Beach,51810046219,4157,Depression,21.7,Depression
Virginia Beach,51810045422,4859,Depression,23.2,Depression
Virginia Beach,51810046010,3017,Depression,24.4,Depression
Winchester,51840000201,3679,Depression,24.1,Depression
Virginia Beach,51810045408,6311,Depression,26.8,Depression
Virginia Beach,51810045431,4208,Depression,24.2,Depression
Virginia Beach,51810046223,2685,Depression,22.7,Depression
Virginia Beach,51810045603,2192,Depression,23.4,Depression
Virginia Beach,51810045803,3206,Depression,24.0,Depression
Virginia Beach,51810045420,5520,Depression,24.6,Depression
Williamsburg,51830370100,5119,Depression,22.5,Depression
Williamsburg,51830370200,2928,Depression,22.4,Depression
Virginia Beach,51810046213,6052,Depression,25.1,Depression
Waynesboro,51820003300,4993,Depression,24.9,Depression
Waynesboro,51820003500,5411,Depression,23.5,Depression
Virginia Beach,51810045807,1552,Depression,24.0,Depression
Virginia Beach,51810046220,5671,Depression,20.8,Depression
Virginia Beach,51810045427,6203,Depression,25.0,Depression
Virginia Beach,51810046207,6204,Depression,23.2,Depression
Virginia Beach,51810046015,5584,Depression,22.7,Depression
Williamsburg,51830370300,7378,Depression,23.6,Depression
Winchester,51840000101,3267,Depression,23.5,Depression
Virginia Beach,51810046013,4460,Depression,23.0,Depression
Virginia Beach,51810046214,5136,Depression,22.4,Depression
Virginia Beach,51810046002,5483,Depression,23.4,Depression
Waynesboro,51820003400,5583,Depression,23.2,Depression
Virginia Beach,51810045429,5202,Depression,20.5,Depression
Virginia Beach,51810046225,4864,Depression,22.4,Depression
Virginia Beach,51810046017,3423,Depression,23.3,Depression
Virginia Beach,51810045433,4542,Depression,23.3,Depression
Virginia Beach,51810046006,4379,Depression,22.6,Depression
Virginia Beach,51810046224,4614,Depression,22.6,Depression
Virginia Beach,51810046204,5308,Depression,23.8,Depression
Virginia Beach,51810046019,3589,Depression,23.5,Depression
Virginia Beach,51810045808,3231,Depression,24.7,Depression
Virginia Beach,51810046014,6301,Depression,21.5,Depression
Winchester,51840000302,6114,Depression,24.4,Depression
Virginia Beach,51810045428,1518,Depression,19.3,Depression
Virginia Beach,51810045806,3906,Depression,23.2,Depression
Winchester,51840000202,5987,Depression,22.9,Depression
Waynesboro,51820003200,5093,Depression,27.1,Depression
Virginia Beach,51810046212,3950,Depression,22.0,Depression
Virginia Beach,51810046020,5738,Depression,26.5,Depression
Virginia Beach,51810045426,6452,Depression,24.3,Depression
Virginia Beach,51810045809,6212,Depression,22.6,Depression
Virginia Beach,51810046009,5352,Depression,23.9,Depression
Virginia Beach,51810046016,3888,Depression,21.2,Depression
Virginia Beach,51810045421,3599,Depression,23.0,Depression
Virginia Beach,51810045805,1293,Depression,23.1,Depression
Virginia Beach,51810046211,3014,Depression,22.1,Depression
Chesterfield,51041100106,3138,Food Insecurity,7.4,Food_Insecurity
Brunswick,51025930100,3382,Food Insecurity,24.2,Food_Insecurity
Fairfax,51059421300,3658,Food Insecurity,8.3,Food_Insecurity
Charles City,51036600100,2583,Food Insecurity,18.8,Food_Insecurity
Essex,51057950800,3160,Food Insecurity,14.3,Food_Insecurity
Culpeper,51047930300,7819,Food Insecurity,20.5,Food_Insecurity
Albemarle,51003011302,5151,Food Insecurity,16.3,Food_Insecurity
Augusta,51015070802,4036,Food Insecurity,9.9,Food_Insecurity
Dinwiddie,51053840300,6482,Food Insecurity,17.4,Food_Insecurity
Chesterfield,51041100212,4585,Food Insecurity,27.0,Food_Insecurity
Arlington,51013102301,1734,Food Insecurity,10.1,Food_Insecurity
Campbell,51031020600,3604,Food Insecurity,13.9,Food_Insecurity
Charlotte,51037930102,2732,Food Insecurity,19.0,Food_Insecurity
Arlington,51013100700,5827,Food Insecurity,7.2,Food_Insecurity
Chesterfield,51041100930,3412,Food Insecurity,5.5,Food_Insecurity
Carroll,51035080200,4724,Food Insecurity,14.4,Food_Insecurity
Carroll,51035080401,2797,Food Insecurity,13.6,Food_Insecurity
Chesterfield,51041100929,6532,Food Insecurity,5.5,Food_Insecurity
Accomack,51001090300,2093,Food Insecurity,23.0,Food_Insecurity
Arlington,51013102500,5291,Food Insecurity,7.7,Food_Insecurity
Augusta,51015071101,4817,Food Insecurity,13.3,Food_Insecurity
Chesterfield,51041100902,3978,Food Insecurity,5.5,Food_Insecurity
Amherst,51009010506,1585,Food Insecurity,16.2,Food_Insecurity
Amelia,51007930101,2634,Food Insecurity,14.8,Food_Insecurity
Carroll,51035080603,2511,Food Insecurity,19.3,Food_Insecurity
Carroll,51035080601,1846,Food Insecurity,13.6,Food_Insecurity
Botetourt,51023040502,1305,Food Insecurity,9.4,Food_Insecurity
Botetourt,51023040100,3343,Food Insecurity,13.8,Food_Insecurity
Augusta,51015071201,2110,Food Insecurity,9.0,Food_Insecurity
Dinwiddie,51053840602,3042,Food Insecurity,13.0,Food_Insecurity
Bedford,51019030403,3347,Food Insecurity,10.9,Food_Insecurity
Albemarle,51003010201,5550,Food Insecurity,7.9,Food_Insecurity
Arlington,51013103100,6207,Food Insecurity,10.4,Food_Insecurity
Arlington,51013101801,3399,Food Insecurity,3.7,Food_Insecurity
Accomack,51001090101,1799,Food Insecurity,8.4,Food_Insecurity
Buchanan,51027010500,1184,Food Insecurity,24.5,Food_Insecurity
Fairfax,51059420700,4241,Food Insecurity,9.1,Food_Insecurity
Cumberland,51049930101,3283,Food Insecurity,14.2,Food_Insecurity
Alleghany,51005080201,2790,Food Insecurity,11.0,Food_Insecurity
Amherst,51009010202,2223,Food Insecurity,14.4,Food_Insecurity
Culpeper,51047930502,6267,Food Insecurity,14.6,Food_Insecurity
Chesterfield,51041100820,3709,Food Insecurity,19.3,Food_Insecurity
Chesterfield,51041100920,1766,Food Insecurity,14.8,Food_Insecurity
Chesterfield,51041100924,5379,Food Insecurity,5.3,Food_Insecurity
Arlington,51013103401,923,Food Insecurity,9.6,Food_Insecurity
Arlington,51013102001,2802,Food Insecurity,11.1,Food_Insecurity
Chesterfield,51041100405,2257,Food Insecurity,31.8,Food_Insecurity
Bath,51017920102,2097,Food Insecurity,18.4,Food_Insecurity
Fairfax,51059420400,3835,Food Insecurity,8.6,Food_Insecurity
Chesterfield,51041101008,5749,Food Insecurity,7.2,Food_Insecurity
Clarke,51043010200,3118,Food Insecurity,8.7,Food_Insecurity
Arlington,51013102200,7880,Food Insecurity,22.3,Food_Insecurity
Chesterfield,51041100816,4583,Food Insecurity,14.5,Food_Insecurity
Arlington,51013102701,3579,Food Insecurity,24.9,Food_Insecurity
Brunswick,51025930301,1604,Food Insecurity,19.5,Food_Insecurity
Arlington,51013101501,3136,Food Insecurity,6.5,Food_Insecurity
Accomack,51001090600,3900,Food Insecurity,15.0,Food_Insecurity
Buchanan,51027010200,2558,Food Insecurity,29.4,Food_Insecurity
Fairfax,51059420600,4911,Food Insecurity,14.1,Food_Insecurity
Arlington,51013102804,5339,Food Insecurity,13.2,Food_Insecurity
Arlington,51013103405,3874,Food Insecurity,5.4,Food_Insecurity
Bedford,51019050101,2932,Food Insecurity,27.6,Food_Insecurity
Fairfax,51059420503,3505,Food Insecurity,9.8,Food_Insecurity
Charles City,51036600200,2180,Food Insecurity,21.4,Food_Insecurity
Amherst,51009010505,1045,Food Insecurity,27.5,Food_Insecurity
Chesterfield,51041100107,2423,Food Insecurity,28.2,Food_Insecurity
Fairfax,51059416200,5201,Food Insecurity,9.8,Food_Insecurity
Chesterfield,51041100701,6209,Food Insecurity,19.0,Food_Insecurity
Chesterfield,51041100937,4252,Food Insecurity,7.9,Food_Insecurity
Augusta,51015070801,2293,Food Insecurity,7.7,Food_Insecurity
Fairfax,51059421002,5348,Food Insecurity,18.6,Food_Insecurity
Arlington,51013100200,6660,Food Insecurity,5.2,Food_Insecurity
Arlington,51013103000,3390,Food Insecurity,4.2,Food_Insecurity
Buchanan,51027010600,3951,Food Insecurity,17.0,Food_Insecurity
Augusta,51015070200,3788,Food Insecurity,11.1,Food_Insecurity
Albemarle,51003010602,4409,Food Insecurity,6.2,Food_Insecurity
Buckingham,51029930102,2927,Food Insecurity,20.0,Food_Insecurity
Chesterfield,51041100915,4171,Food Insecurity,8.7,Food_Insecurity
Arlington,51013102002,1243,Food Insecurity,8.1,Food_Insecurity
Accomack,51001090201,3990,Food Insecurity,10.2,Food_Insecurity
Chesterfield,51041101009,8778,Food Insecurity,8.4,Food_Insecurity
Chesterfield,51041100704,5116,Food Insecurity,10.7,Food_Insecurity
Arlington,51013101900,3183,Food Insecurity,4.2,Food_Insecurity
Chesterfield,51041100209,6716,Food Insecurity,13.0,Food_Insecurity
Augusta,51015070602,3646,Food Insecurity,17.7,Food_Insecurity
Essex,51057950700,3912,Food Insecurity,19.4,Food_Insecurity
Charlotte,51037930101,3003,Food Insecurity,27.8,Food_Insecurity
Fairfax,51059416300,2025,Food Insecurity,7.1,Food_Insecurity
Chesterfield,51041100822,6011,Food Insecurity,8.2,Food_Insecurity
Accomack,51001090401,2455,Food Insecurity,22.7,Food_Insecurity
Bedford,51019030101,7719,Food Insecurity,6.7,Food_Insecurity
Fairfax,51059420300,6184,Food Insecurity,8.1,Food_Insecurity
Arlington,51013102901,2904,Food Insecurity,4.8,Food_Insecurity
Albemarle,51003010702,3763,Food Insecurity,13.3,Food_Insecurity
Brunswick,51025930302,3319,Food Insecurity,15.6,Food_Insecurity
Chesterfield,51041100919,6942,Food Insecurity,12.2,Food_Insecurity
Augusta,51015070500,5189,Food Insecurity,10.1,Food_Insecurity
Bedford,51019030204,4365,Food Insecurity,8.8,Food_Insecurity
Fairfax,51059415402,2801,Food Insecurity,7.1,Food_Insecurity
Culpeper,51047930103,5342,Food Insecurity,9.1,Food_Insecurity
Carroll,51035080502,2180,Food Insecurity,12.2,Food_Insecurity
Chesterfield,51041100210,2243,Food Insecurity,17.6,Food_Insecurity
Arlington,51013101402,2878,Food Insecurity,4.7,Food_Insecurity
Dinwiddie,51053840102,3084,Food Insecurity,20.1,Food_Insecurity
Chesterfield,51041100406,1451,Food Insecurity,35.2,Food_Insecurity
Chesterfield,51041100508,5083,Food Insecurity,14.0,Food_Insecurity
Bedford,51019030104,4450,Food Insecurity,10.1,Food_Insecurity
Bedford,51019030504,2858,Food Insecurity,9.8,Food_Insecurity
Fairfax,51059420501,980,Food Insecurity,6.1,Food_Insecurity
Chesterfield,51041100938,7835,Food Insecurity,5.8,Food_Insecurity
Augusta,51015070400,5436,Food Insecurity,14.0,Food_Insecurity
Arlington,51013101805,3760,Food Insecurity,4.4,Food_Insecurity
Appomattox,51011040300,4377,Food Insecurity,18.4,Food_Insecurity
Chesterfield,51041100922,5308,Food Insecurity,12.9,Food_Insecurity
Albemarle,51003011000,6612,Food Insecurity,4.2,Food_Insecurity
Arlington,51013101804,2215,Food Insecurity,13.0,Food_Insecurity
Arlington,51013101704,1990,Food Insecurity,7.8,Food_Insecurity
Albemarle,51003011400,4130,Food Insecurity,11.2,Food_Insecurity
Chesterfield,51041100208,2616,Food Insecurity,6.5,Food_Insecurity
Fairfax,51059415700,4187,Food Insecurity,4.9,Food_Insecurity
Botetourt,51023040401,2236,Food Insecurity,10.6,Food_Insecurity
Buchanan,51027010100,4401,Food Insecurity,18.0,Food_Insecurity
Albemarle,51003011201,4208,Food Insecurity,8.9,Food_Insecurity
Arlington,51013101401,1938,Food Insecurity,6.7,Food_Insecurity
Carroll,51035080604,1691,Food Insecurity,13.2,Food_Insecurity
Arlington,51013103404,1438,Food Insecurity,5.5,Food_Insecurity
Augusta,51015070900,5176,Food Insecurity,11.2,Food_Insecurity
Fairfax,51059421200,2024,Food Insecurity,5.6,Food_Insecurity
Bedford,51019030103,7788,Food Insecurity,8.0,Food_Insecurity
Arlington,51013101803,4722,Food Insecurity,7.3,Food_Insecurity
Fairfax,51059420203,2718,Food Insecurity,6.6,Food_Insecurity
Chesterfield,51041101007,6395,Food Insecurity,6.0,Food_Insecurity
Chesterfield,51041100815,4688,Food Insecurity,16.7,Food_Insecurity
Fairfax,51059415100,3633,Food Insecurity,8.2,Food_Insecurity
Botetourt,51023040304,3908,Food Insecurity,7.6,Food_Insecurity
Fairfax,51059416100,4129,Food Insecurity,5.8,Food_Insecurity
Campbell,51031020402,3422,Food Insecurity,9.5,Food_Insecurity
Chesterfield,51041100934,6995,Food Insecurity,19.2,Food_Insecurity
Augusta,51015070702,2250,Food Insecurity,9.9,Food_Insecurity
Augusta,51015070603,4328,Food Insecurity,10.2,Food_Insecurity
Chesterfield,51041101012,5575,Food Insecurity,12.6,Food_Insecurity
Amherst,51009010201,4398,Food Insecurity,14.0,Food_Insecurity
Buckingham,51029930201,5526,Food Insecurity,20.7,Food_Insecurity
Dickenson,51051040400,2730,Food Insecurity,20.1,Food_Insecurity
Culpeper,51047930104,3207,Food Insecurity,8.7,Food_Insecurity
Alleghany,51005080301,1854,Food Insecurity,11.3,Food_Insecurity
Fairfax,51059421001,2855,Food Insecurity,9.4,Food_Insecurity
Chesterfield,51041100923,2786,Food Insecurity,11.6,Food_Insecurity
Albemarle,51003011101,2884,Food Insecurity,8.8,Food_Insecurity
Fairfax,51059415401,5352,Food Insecurity,28.8,Food_Insecurity
Augusta,51015070300,6450,Food Insecurity,11.4,Food_Insecurity
Caroline,51033030600,3394,Food Insecurity,18.9,Food_Insecurity
Brunswick,51025930203,3848,Food Insecurity,28.8,Food_Insecurity
Charlotte,51037930300,3131,Food Insecurity,20.5,Food_Insecurity
Bedford,51019030604,2595,Food Insecurity,11.7,Food_Insecurity
Chesterfield,51041100806,4199,Food Insecurity,35.3,Food_Insecurity
Albemarle,51003011202,4043,Food Insecurity,6.6,Food_Insecurity
Chesterfield,51041101014,2703,Food Insecurity,9.0,Food_Insecurity
Arlington,51013101409,2120,Food Insecurity,5.3,Food_Insecurity
Fairfax,51059415800,5047,Food Insecurity,5.3,Food_Insecurity
Augusta,51015071202,4170,Food Insecurity,10.3,Food_Insecurity
Dickenson,51051040200,2633,Food Insecurity,16.2,Food_Insecurity
Albemarle,51003010901,1746,Food Insecurity,15.9,Food_Insecurity
Chesterfield,51041101013,3754,Food Insecurity,8.8,Food_Insecurity
Arlington,51013103800,4964,Food Insecurity,9.5,Food_Insecurity
Arlington,51013102903,1625,Food Insecurity,5.6,Food_Insecurity
Albemarle,51003010401,4201,Food Insecurity,7.8,Food_Insecurity
Amelia,51007930102,4475,Food Insecurity,19.8,Food_Insecurity
Chesterfield,51041100910,5705,Food Insecurity,14.1,Food_Insecurity
Dinwiddie,51053840601,3662,Food Insecurity,11.5,Food_Insecurity
Fairfax,51059420202,1943,Food Insecurity,8.2,Food_Insecurity
Arlington,51013101602,1654,Food Insecurity,11.1,Food_Insecurity
Bedford,51019030404,3480,Food Insecurity,14.2,Food_Insecurity
Dinwiddie,51053840500,3949,Food Insecurity,16.7,Food_Insecurity
Chesterfield,51041100410,2352,Food Insecurity,23.7,Food_Insecurity
Caroline,51033030400,1854,Food Insecurity,20.7,Food_Insecurity
Arlington,51013102702,1912,Food Insecurity,9.3,Food_Insecurity
Appomattox,51011040102,3524,Food Insecurity,14.7,Food_Insecurity
Arlington,51013100400,3780,Food Insecurity,3.9,Food_Insecurity
Bedford,51019030605,3161,Food Insecurity,11.0,Food_Insecurity
Arlington,51013101100,5948,Food Insecurity,4.7,Food_Insecurity
Augusta,51015071000,5968,Food Insecurity,13.3,Food_Insecurity
Bath,51017920101,2112,Food Insecurity,15.4,Food_Insecurity
Albemarle,51003011103,4608,Food Insecurity,5.5,Food_Insecurity
Fairfax,51059415900,3216,Food Insecurity,6.0,Food_Insecurity
Carroll,51035080300,4689,Food Insecurity,18.7,Food_Insecurity
Chesterfield,51041101003,11552,Food Insecurity,7.1,Food_Insecurity
Arlington,51013102600,3688,Food Insecurity,10.6,Food_Insecurity
Augusta,51015071102,6333,Food Insecurity,10.6,Food_Insecurity
Chesterfield,51041100933,2473,Food Insecurity,13.3,Food_Insecurity
Campbell,51031020500,7065,Food Insecurity,14.7,Food_Insecurity
Albemarle,51003011102,3286,Food Insecurity,5.6,Food_Insecurity
Arlington,51013101603,4482,Food Insecurity,7.6,Food_Insecurity
Augusta,51015070100,3973,Food Insecurity,19.0,Food_Insecurity
Arlington,51013103601,2612,Food Insecurity,4.5,Food_Insecurity
Albemarle,51003010402,3605,Food Insecurity,5.0,Food_Insecurity
Albemarle,51003010301,1939,Food Insecurity,8.9,Food_Insecurity
Culpeper,51047930202,6283,Food Insecurity,14.3,Food_Insecurity
Botetourt,51023040301,3002,Food Insecurity,10.2,Food_Insecurity
Campbell,51031020101,5718,Food Insecurity,15.0,Food_Insecurity
Chesterfield,51041100936,4038,Food Insecurity,4.9,Food_Insecurity
Chesterfield,51041100805,5369,Food Insecurity,22.0,Food_Insecurity
Alleghany,51005080100,3198,Food Insecurity,13.1,Food_Insecurity
Arlington,51013101502,3284,Food Insecurity,4.8,Food_Insecurity
Albemarle,51003010202,3238,Food Insecurity,5.1,Food_Insecurity
Chesterfield,51041100300,2848,Food Insecurity,28.0,Food_Insecurity
Arlington,51013101705,4175,Food Insecurity,6.2,Food_Insecurity
Fairfax,51059420502,2516,Food Insecurity,10.4,Food_Insecurity
Chesterfield,51041100409,7250,Food Insecurity,10.2,Food_Insecurity
Dickenson,51051040100,3910,Food Insecurity,18.1,Food_Insecurity
Buchanan,51027010300,2852,Food Insecurity,14.1,Food_Insecurity
Arlington,51013101200,3897,Food Insecurity,6.5,Food_Insecurity
Bedford,51019030401,2925,Food Insecurity,10.6,Food_Insecurity
Dinwiddie,51053840101,2481,Food Insecurity,12.2,Food_Insecurity
Amherst,51009010504,4183,Food Insecurity,14.2,Food_Insecurity
Arlington,51013102400,3617,Food Insecurity,8.9,Food_Insecurity
Craig,51045050100,4892,Food Insecurity,11.7,Food_Insecurity
Arlington,51013101406,3641,Food Insecurity,4.9,Food_Insecurity
Bedford,51019030603,2690,Food Insecurity,11.9,Food_Insecurity
Accomack,51001090700,5220,Food Insecurity,16.3,Food_Insecurity
Arlington,51013103602,1241,Food Insecurity,8.0,Food_Insecurity
Chesterfield,51041100926,6819,Food Insecurity,5.2,Food_Insecurity
Chesterfield,51041100812,5908,Food Insecurity,10.8,Food_Insecurity
Arlington,51013102100,2325,Food Insecurity,8.7,Food_Insecurity
Charlotte,51037930200,2663,Food Insecurity,18.6,Food_Insecurity
Chesterfield,51041100912,6247,Food Insecurity,7.9,Food_Insecurity
Arlington,51013103505,3813,Food Insecurity,11.4,Food_Insecurity
Albemarle,51003010802,2404,Food Insecurity,15.3,Food_Insecurity
Albemarle,51003010604,4029,Food Insecurity,6.9,Food_Insecurity
Bedford,51019030503,2439,Food Insecurity,6.7,Food_Insecurity
Fairfax,51059421102,3514,Food Insecurity,8.9,Food_Insecurity
Carroll,51035080100,3656,Food Insecurity,12.0,Food_Insecurity
Arlington,51013100300,6199,Food Insecurity,4.9,Food_Insecurity
Chesterfield,51041100702,2118,Food Insecurity,14.6,Food_Insecurity
Arlington,51013102803,2748,Food Insecurity,10.8,Food_Insecurity
Chesterfield,51041100807,2334,Food Insecurity,19.7,Food_Insecurity
Dinwiddie,51053840200,4449,Food Insecurity,11.2,Food_Insecurity
Chesterfield,51041100823,6508,Food Insecurity,11.4,Food_Insecurity
Alleghany,51005080202,2381,Food Insecurity,12.2,Food_Insecurity
Botetourt,51023040303,4193,Food Insecurity,7.3,Food_Insecurity
Arlington,51013101300,6940,Food Insecurity,4.7,Food_Insecurity
Fairfax,51059415500,6306,Food Insecurity,8.9,Food_Insecurity
Charles City,51036600300,2010,Food Insecurity,17.6,Food_Insecurity
Chesterfield,51041100507,6822,Food Insecurity,10.6,Food_Insecurity
Albemarle,51003010701,2862,Food Insecurity,14.0,Food_Insecurity
Appomattox,51011040200,4535,Food Insecurity,14.5,Food_Insecurity
Caroline,51033030501,4648,Food Insecurity,12.2,Food_Insecurity
Albemarle,51003010801,3598,Food Insecurity,11.3,Food_Insecurity
Cumberland,51049930102,2929,Food Insecurity,23.2,Food_Insecurity
Accomack,51001090500,2721,Food Insecurity,24.4,Food_Insecurity
Cumberland,51049930200,3463,Food Insecurity,14.8,Food_Insecurity
Fairfax,51059421400,8188,Food Insecurity,25.7,Food_Insecurity
Chesterfield,51041100404,2532,Food Insecurity,39.2,Food_Insecurity
Bedford,51019030602,3610,Food Insecurity,9.9,Food_Insecurity
Caroline,51033030502,6450,Food Insecurity,14.3,Food_Insecurity
Botetourt,51023040402,5030,Food Insecurity,9.4,Food_Insecurity
Arlington,51013101701,5507,Food Insecurity,6.7,Food_Insecurity
Campbell,51031020401,5253,Food Insecurity,13.8,Food_Insecurity
Fairfax,51059415600,2754,Food Insecurity,3.6,Food_Insecurity
Alleghany,51005080302,1338,Food Insecurity,11.9,Food_Insecurity
Arlington,51013101405,2176,Food Insecurity,4.8,Food_Insecurity
Arlington,51013100800,1596,Food Insecurity,9.9,Food_Insecurity
Campbell,51031020900,3588,Food Insecurity,18.3,Food_Insecurity
Clarke,51043010102,4170,Food Insecurity,8.0,Food_Insecurity
Chesterfield,51041101011,3170,Food Insecurity,9.3,Food_Insecurity
Appomattox,51011040101,3683,Food Insecurity,12.4,Food_Insecurity
Chesterfield,51041100935,4025,Food Insecurity,3.8,Food_Insecurity
Carroll,51035080402,2568,Food Insecurity,14.2,Food_Insecurity
Albemarle,51003010904,6163,Food Insecurity,17.0,Food_Insecurity
Bland,51021040200,2624,Food Insecurity,11.6,Food_Insecurity
Alleghany,51005070100,3662,Food Insecurity,18.2,Food_Insecurity
Chesterfield,51041100821,4721,Food Insecurity,8.2,Food_Insecurity
Chesterfield,51041100814,3935,Food Insecurity,19.8,Food_Insecurity
Arlington,51013101407,3812,Food Insecurity,5.8,Food_Insecurity
Brunswick,51025930201,2101,Food Insecurity,28.2,Food_Insecurity
Culpeper,51047930203,6844,Food Insecurity,11.7,Food_Insecurity
Accomack,51001090800,3362,Food Insecurity,23.7,Food_Insecurity
